fee_id,account_id,period,aum,fee_rate,calculated_fee,billed_fee,period_end_date,invoice_date
500613,ACC00013,2025-11,155046831.36,0.0075,96904.27,96992.22,2025-11-30,2025-12-08
500614,ACC00014,2025-11,58363948.79,0.0075,36477.47,36458.4,2025-11-30,2025-12-05
500615,ACC00015,2025-11,39842347.27,0.0035,11620.68,11624.34,2025-11-30,2025-12-18
500616,ACC00016,2025-11,176201898.38,0.0045,66075.71,66088.29,2025-11-30,2025-12-04
500617,ACC00017,2025-11,202395955.97,0.0075,126497.47,126392.47,2025-11-30,2025-12-06
500618,ACC00018,2025-11,19745070.68,0.0075,12340.67,12330.61,2025-11-30,2025-12-08
500619,ACC00019,2025-11,116300745.37,0.0045,43612.78,43654.95,2025-11-30,2025-12-20
500620,ACC00020,2025-11,37862512.39,0.0075,23664.07,23642.24,2025-11-30,2025-12-07
500621,ACC00021,2025-11,90300460.62,0.0075,56437.79,56419.51,2025-11-30,2025-12-03
500622,ACC00022,2025-11,137517910.24,0.0045,51569.22,51585.13,2025-11-30,2025-12-08
500623,ACC00023,2025-11,57512816.27,0.0075,35945.51,35924.12,2025-11-30,2025-12-20
500624,ACC00024,2025-11,209598306.44,0.0075,130998.94,130908.95,2025-11-30,2025-12-06
500625,ACC00025,2025-11,161388827.12,0.006,80694.41,80770.17,2025-11-30,2025-12-06
500626,ACC00026,2025-11,84524090.81,0.0035,24652.86,24663.19,2025-11-30,2025-12-05
500627,ACC00027,2025-11,144572171.52,0.006,72286.09,72276.88,2025-11-30,2025-12-03
500628,ACC00028,2025-11,57505549.65,0.0035,16772.45,16761.27,2025-11-30,2025-12-03
500629,ACC00029,2025-11,58767725.63,0.0035,17140.59,17154.87,2025-11-30,2025-12-07
500630,ACC00030,2025-11,7300033.76,0.0045,2737.51,2739.29,2025-11-30,2025-12-05
500631,ACC00031,2025-11,189463204.86,0.006,94731.6,94653.57,2025-11-30,2025-12-06
500632,ACC00032,2025-11,101341973.24,0.0075,63338.73,63382.37,2025-11-30,2025-12-06
500633,ACC00033,2025-11,168902314.41,0.0035,49263.18,49311.73,2025-11-30,2025-12-06
500634,ACC00034,2025-11,89422734.41,0.0075,55889.21,55932.86,2025-11-30,2025-12-02
500635,ACC00035,2025-11,29466946.43,0.0045,11050.1,11048.23,2025-11-30,2025-12-06
500636,ACC00036,2025-11,201004836.51,0.0075,125628.02,125688.47,2025-11-30,2025-12-05
500637,ACC00037,2025-11,223741344.89,0.006,111870.67,111931.97,2025-11-30,2025-12-03
500638,ACC00038,2025-11,58689710.97,0.0035,17117.83,17122.27,2025-11-30,2025-12-12
500639,ACC00039,2025-11,64704184.77,0.006,32352.09,32358.65,2025-11-30,2025-12-02
500640,ACC00040,2025-11,88727664.67,0.0045,33272.87,33295.29,2025-11-30,2025-12-04
500641,ACC00041,2025-11,84607049.88,0.0035,24677.06,24654.44,2025-11-30,2025-12-05
500642,ACC00042,2025-11,57437306.49,0.0045,21538.99,21539.87,2025-11-30,2025-12-16
500643,ACC00043,2025-11,213942950.94,0.006,106971.48,107055.78,2025-11-30,2025-12-05
500644,ACC00044,2025-11,107619768.04,0.006,53809.88,53851.85,2025-11-30,2025-12-06
500645,ACC00045,2025-11,146313270.97,0.0035,42674.7,42696.58,2025-11-30,2025-12-06
500646,ACC00046,2025-11,229534510.87,0.0075,143459.07,143364.46,2025-11-30,2025-12-02
500647,ACC00047,2025-11,23893529.95,0.0075,14933.46,14929.09,2025-11-30,2025-12-07
500648,ACC00048,2025-11,215198028.15,0.006,107599.01,107516.18,2025-11-30,2025-12-08
500649,ACC00049,2025-11,50143787.02,0.006,25071.89,25067.9,2025-11-30,2025-12-07
500650,ACC00050,2025-11,191418570.9,0.0045,71781.96,71849.17,2025-11-30,2025-12-03
500651,ACC00051,2025-11,180794023.6,0.0045,67797.76,67788.19,2025-11-30,2025-12-17
500652,ACC00052,2025-11,88589202.31,0.006,44294.6,44251.93,2025-11-30,2025-12-08
500653,ACC00053,2025-11,221312326.43,0.0075,138320.2,138250.64,2025-11-30,2025-12-04
500654,ACC00054,2025-11,171059085.93,0.0035,49892.23,49846.06,2025-11-30,2025-12-05
500655,ACC00055,2025-11,70424021.22,0.0075,44015.01,43977.93,2025-11-30,2025-12-06
500656,ACC00056,2025-11,24082928.35,0.0045,9031.1,9029.9,2025-11-30,2025-12-02
500657,ACC00057,2025-11,221139085.61,0.006,110569.54,110496.49,2025-11-30,2025-12-02
500658,ACC00058,2025-11,161864865.07,0.006,80932.43,80886.77,2025-11-30,2025-12-02
500659,ACC00059,2025-11,44084925.21,0.0045,16531.85,16526.4,2025-11-30,2025-12-06
500660,ACC00060,2025-11,64371338.66,0.0035,18774.97,18761.24,2025-11-30,2025-12-07
500661,ACC00061,2025-11,58644959.68,0.0045,21991.86,22013.3,2025-11-30,2025-12-04
500662,ACC00062,2025-11,37232126.27,0.006,18616.06,18621.42,2025-11-30,2025-12-03
500663,ACC00063,2025-11,204649097.47,0.006,102324.55,102284.21,2025-11-30,2025-12-17
500664,ACC00064,2025-11,127569258.29,0.0045,47838.47,47867.15,2025-11-30,2025-12-05
500665,ACC00065,2025-11,179990451.6,0.006,89995.23,89905.38,2025-11-30,2025-12-13
500666,ACC00066,2025-11,39827177.18,0.0075,24891.99,24878.77,2025-11-30,2025-12-02
500667,ACC00067,2025-11,139638533.07,0.0045,52364.45,52332.3,2025-11-30,2025-12-08
500668,ACC00068,2025-11,35499185.83,0.006,17749.59,17759.83,2025-11-30,2025-12-05
500669,ACC00069,2025-11,34324067.14,0.0035,10011.19,10015.08,2025-11-30,2025-12-16
500670,ACC00070,2025-11,144911659.24,0.0035,42265.9,42227.09,2025-11-30,2025-12-07
500671,ACC00071,2025-11,38760207.86,0.0075,24225.13,24223.75,2025-11-30,2025-12-07
500672,ACC00072,2025-11,20940461.42,0.0075,13087.79,13094.9,2025-11-30,2025-12-06
500673,ACC00073,2025-11,84791686.69,0.0045,31796.88,31794.6,2025-11-30,2025-12-08
500674,ACC00074,2025-11,190456430.84,0.0075,119035.27,119085.87,2025-11-30,2025-12-08
500675,ACC00075,2025-11,184915924.6,0.0035,53933.81,53966.46,2025-11-30,2025-12-08
500676,ACC00076,2025-11,225288964.59,0.006,112644.48,112725.85,2025-11-30,2025-12-06
500677,ACC00077,2025-11,137823354.15,0.0075,86139.6,86184.74,2025-11-30,2025-12-03
500678,ACC00078,2025-11,239044202.62,0.0075,149402.63,149369.66,2025-11-30,2025-12-02
500679,ACC00079,2025-11,213856208.33,0.0045,80196.08,82612.13,2025-11-30,2025-12-02
500680,ACC00080,2025-11,220820338.72,0.0045,82807.63,82727.98,2025-11-30,2025-12-08
500681,ACC00081,2025-11,248767775.26,0.0075,155479.86,155351.64,2025-11-30,2025-12-04
500682,ACC00082,2025-11,103949586.9,0.0035,30318.63,30334.97,2025-11-30,2025-12-05
500683,ACC00083,2025-11,235259462.27,0.0045,88222.3,88301.76,2025-11-30,2025-12-03
500684,ACC00084,2025-11,51968682.78,0.0075,32480.43,32461.17,2025-11-30,2025-12-03
500685,ACC00085,2025-11,248367565.82,0.0035,72440.54,72369.3,2025-11-30,2025-12-05
500686,ACC00086,2025-11,95206204.7,0.0035,27768.48,27742.99,2025-11-30,2025-12-11
500687,ACC00087,2025-11,196380662.98,0.0075,122737.91,122691.98,2025-11-30,2025-12-04
500688,ACC00088,2025-11,245016534.79,0.0075,153135.33,153240.07,2025-11-30,2025-12-04
500689,ACC00089,2025-11,65595532.74,0.006,32797.77,32774.18,2025-11-30,2025-12-07
500690,ACC00090,2025-11,111586023.13,0.006,55793.01,55767.25,2025-11-30,2025-12-02
500691,ACC00091,2025-11,236328875.32,0.0035,68929.26,68892.01,2025-11-30,2025-12-08
500692,ACC00092,2025-11,138334459.58,0.006,69167.23,69129.35,2025-11-30,2025-12-07
500693,ACC00093,2025-11,63608971.46,0.0075,39755.61,39775.22,2025-11-30,2025-12-05
500694,ACC00094,2025-11,164257776.79,0.0035,47908.52,47890.95,2025-11-30,2025-12-02
500695,ACC00095,2025-11,118498002.46,0.0075,74061.25,74087.32,2025-11-30,2025-12-08
500696,ACC00096,2025-11,207536045.82,0.0045,77826.02,77828.73,2025-11-30,2025-12-06
500697,ACC00097,2025-11,156119418.75,0.0075,97574.64,97665.08,2025-11-30,2025-12-07
500698,ACC00098,2025-11,18702415.23,0.0035,5454.87,5456.42,2025-11-30,2025-12-08
500699,ACC00099,2025-11,201552090.02,0.0075,125970.06,125895.38,2025-11-30,2025-12-05
500700,ACC00100,2025-11,173027254.7,0.006,86513.63,86570.75,2025-11-30,2025-12-05
500701,ACC00101,2025-11,197431745.11,0.0045,74036.9,73969.97,2025-11-30,2025-12-06
500702,ACC00102,2025-11,134429911.79,0.0045,50411.22,50379.49,2025-11-30,2025-12-07
500703,ACC00103,2025-11,240561301.56,0.0045,90210.49,90158.59,2025-11-30,2025-12-04
500704,ACC00104,2025-11,215551313.36,0.0075,134719.57,134751.83,2025-11-30,2025-12-03
500705,ACC00105,2025-11,98828538.18,0.0035,28824.99,28849.15,2025-11-30,2025-12-07
500706,ACC00106,2025-11,245650190.52,0.0035,71647.97,71710.72,2025-11-30,2025-12-04
500707,ACC00107,2025-11,159667478.85,0.0035,46569.68,46579.25,2025-11-30,2025-12-04
500708,ACC00108,2025-11,145249125.39,0.0035,42364.33,42366.61,2025-11-30,2025-12-08
500709,ACC00109,2025-11,57195564.27,0.0045,21448.34,21434.19,2025-11-30,2025-12-05
500710,ACC00110,2025-11,89911130.82,0.006,44955.57,44946.14,2025-11-30,2025-12-06
500711,ACC00111,2025-11,152466994.55,0.006,76233.5,76206.36,2025-11-30,2025-12-07
500712,ACC00112,2025-11,101916729.63,0.0075,63697.96,63671.6,2025-11-30,2025-12-08
500713,ACC00113,2025-11,127373598.19,0.006,63686.8,63724.43,2025-11-30,2025-12-04
500714,ACC00114,2025-11,237591540.77,0.0075,148494.71,148432.65,2025-11-30,2025-12-08
500715,ACC00115,2025-11,60335205.94,0.0035,17597.77,17582.82,2025-11-30,2025-12-07
500716,ACC00116,2025-11,88656593.91,0.0075,55410.37,55430.68,2025-11-30,2025-12-04
500717,ACC00117,2025-11,167232015.48,0.006,83616.01,83657.49,2025-11-30,2025-12-06
500718,ACC00118,2025-11,204747437.44,0.006,102373.72,102400.6,2025-11-30,2025-12-02
500719,ACC00119,2025-11,4254081.75,0.006,2127.04,2127.44,2025-11-30,2025-12-05
500720,ACC00120,2025-11,23183954.92,0.0045,8693.98,8702.04,2025-11-30,2025-12-04
500721,ACC00121,2025-11,218006869.85,0.0075,136254.29,136327.91,2025-11-30,2025-12-02
500722,ACC00122,2025-11,145537406.87,0.0045,54576.53,54612.95,2025-11-30,2025-12-08
500723,ACC00123,2025-11,113469245.42,0.0075,70918.28,79739.15,2025-11-30,2025-12-07
500724,ACC00124,2025-11,10559662.97,0.0035,3079.9,3082.14,2025-11-30,2025-12-08
500725,ACC00125,2025-11,206014849.71,0.0045,77255.57,77275.55,2025-11-30,2025-12-07
500726,ACC00126,2025-11,231310427.93,0.0075,144569.02,144473.05,2025-11-30,2025-12-04
500727,ACC00127,2025-11,216401155.9,0.0075,135250.72,135346.94,2025-11-30,2025-12-05
500728,ACC00128,2025-11,12637819.88,0.0045,4739.18,4736.85,2025-11-30,2025-12-08
500729,ACC00129,2025-11,45088267.35,0.0045,16908.1,16920.94,2025-11-30,2025-12-03
500730,ACC00130,2025-11,248226604.74,0.0075,155141.63,155092.44,2025-11-30,2025-12-05
500731,ACC00131,2025-11,28867256.61,0.0075,18042.04,18058.71,2025-11-30,2025-12-07
500732,ACC00132,2025-11,63800539.17,0.0045,23925.2,23920.08,2025-11-30,2025-12-05
500733,ACC00133,2025-11,166121964.42,0.0035,48452.24,48488.15,2025-11-30,2025-12-03
500734,ACC00134,2025-11,152252191.88,0.006,76126.1,76074.99,2025-11-30,2025-12-05
500735,ACC00135,2025-11,164322451.51,0.0045,61620.92,61594.51,2025-11-30,2025-12-03
500736,ACC00136,2025-11,113824971.75,0.0035,33198.95,33186.33,2025-11-30,2025-12-04
500737,ACC00137,2025-11,225666899.03,0.0045,84625.09,84629.4,2025-11-30,2025-12-07
500738,ACC00138,2025-11,60046373.43,0.006,30023.19,30032.17,2025-11-30,2025-12-04
500739,ACC00139,2025-11,185388182.51,0.0035,54071.55,54072.48,2025-11-30,2025-12-02
500740,ACC00140,2025-11,42935485.98,0.0045,16100.81,16094.73,2025-11-30,2025-12-07
500741,ACC00141,2025-11,224396679.67,0.0035,65449.03,65385.19,2025-11-30,2025-12-04
500742,ACC00142,2025-11,74473519.88,0.006,37236.76,37269.65,2025-11-30,2025-12-12
500743,ACC00143,2025-11,120013752.8,0.006,60006.88,60052.61,2025-11-30,2025-12-20
500744,ACC00144,2025-11,170153300.59,0.0035,49628.05,49666.22,2025-11-30,2025-12-03
500745,ACC00145,2025-11,53261015.48,0.0075,33288.13,33311.48,2025-11-30,2025-12-08
500746,ACC00146,2025-11,32304949.06,0.0035,9422.28,9427.77,2025-11-30,2025-12-08
500747,ACC00147,2025-11,22825978.0,0.006,11412.99,11413.39,2025-11-30,2025-12-04
500748,ACC00148,2025-11,30227823.91,0.0045,11335.43,11337.19,2025-11-30,2025-12-03
500749,ACC00149,2025-11,84019464.97,0.0035,24505.68,24487.22,2025-11-30,2025-12-07
500750,ACC00150,2025-11,9031886.63,0.0035,2634.3,2633.22,2025-11-30,2025-12-05
500751,ACC00151,2025-11,160524246.5,0.006,80262.12,80320.76,2025-11-30,2025-12-05
500752,ACC00152,2025-11,192627666.43,0.0075,120392.29,120435.48,2025-11-30,2025-12-03
500753,ACC00153,2025-11,105349239.27,0.0075,65843.27,65822.98,2025-11-30,2025-12-05
500754,ACC00154,2025-11,50889062.41,0.0075,31805.66,31782.6,2025-11-30,2025-12-08
500755,ACC00155,2025-11,15263225.58,0.0075,9539.52,9545.56,2025-11-30,2025-12-08
500756,ACC00156,2025-11,144154582.1,0.0075,90096.61,90018.53,2025-11-30,2025-12-02
500757,ACC00157,2025-11,174847324.16,0.0035,50997.14,50989.32,2025-11-30,2025-12-04
500758,ACC00158,2025-11,237914703.51,0.0045,89218.01,89242.21,2025-11-30,2025-12-04
500759,ACC00159,2025-11,146070309.63,0.0035,42603.84,42600.31,2025-11-30,2025-12-02
500760,ACC00160,2025-11,205754274.66,0.0035,60011.66,59989.59,2025-11-30,2025-12-04
500761,ACC00161,2025-11,105208730.25,0.0075,65755.46,65774.88,2025-11-30,2025-12-06
500762,ACC00162,2025-11,57118950.25,0.0045,21419.61,21410.27,2025-11-30,2025-12-05
500763,ACC00163,2025-11,152104996.88,0.006,76052.5,76110.68,2025-11-30,2025-12-06
500764,ACC00164,2025-11,147506156.51,0.0075,92191.35,92234.56,2025-11-30,2025-12-03
500765,ACC00165,2025-11,120042378.69,0.0075,75026.49,75006.64,2025-11-30,2025-12-08
500766,ACC00166,2025-11,78823590.37,0.0045,29558.85,29561.96,2025-11-30,2025-12-07
500767,ACC00167,2025-11,32870278.99,0.0075,20543.92,20541.06,2025-11-30,2025-12-06
500768,ACC00168,2025-11,183300649.34,0.006,91650.32,91574.57,2025-11-30,2025-12-03
500769,ACC00169,2025-11,181144533.1,0.0035,52833.82,52809.88,2025-11-30,2025-12-08
500770,ACC00170,2025-11,222772237.89,0.006,111386.12,111457.3,2025-11-30,2025-12-05
500771,ACC00171,2025-11,24564364.98,0.0045,9211.64,9217.51,2025-11-30,2025-12-06
500772,ACC00172,2025-11,134178414.99,0.006,67089.21,67022.73,2025-11-30,2025-12-08
500773,ACC00173,2025-11,116437701.63,0.0035,33961.0,33952.81,2025-11-30,2025-12-05
500774,ACC00174,2025-11,101012250.96,0.0045,37879.59,37900.72,2025-11-30,2025-12-08
500775,ACC00175,2025-11,248761451.18,0.0045,93285.54,93211.64,2025-11-30,2025-12-07
500776,ACC00176,2025-11,28233738.63,0.0035,8234.84,8240.63,2025-11-30,2025-12-18
500777,ACC00177,2025-11,169712479.57,0.0035,49499.47,49492.3,2025-11-30,2025-12-04
500778,ACC00178,2025-11,93748212.59,0.0045,35155.58,35145.7,2025-11-30,2025-12-07
500779,ACC00179,2025-11,4473099.11,0.006,2236.55,2234.89,2025-11-30,2025-12-05
500780,ACC00180,2025-11,228598197.52,0.0045,85724.32,85741.05,2025-11-30,2025-12-07
500781,ACC00181,2025-11,153157436.7,0.0075,95723.4,102829.48,2025-11-30,2025-12-02
500782,ACC00182,2025-11,145384247.56,0.0045,54519.09,54521.13,2025-11-30,2025-12-07
500783,ACC00183,2025-11,133246231.97,0.0035,38863.48,38863.09,2025-11-30,2025-12-02
500784,ACC00184,2025-11,136065237.39,0.0075,85040.77,85018.68,2025-11-30,2025-12-06
500785,ACC00185,2025-11,79164302.07,0.0075,49477.69,49432.66,2025-11-30,2025-12-03
500786,ACC00186,2025-11,91054847.54,0.0075,56909.28,56916.17,2025-11-30,2025-12-02
500787,ACC00187,2025-11,63404118.3,0.0045,23776.54,23787.53,2025-11-30,2025-12-05
500788,ACC00188,2025-11,17588894.44,0.0075,10993.06,10998.18,2025-11-30,2025-12-04
500789,ACC00189,2025-11,49975884.13,0.0045,18740.96,18724.94,2025-11-30,2025-12-05
500790,ACC00190,2025-11,70366214.46,0.006,35183.11,35163.54,2025-11-30,2025-12-02
500791,ACC00191,2025-11,40871925.89,0.006,20435.96,20440.89,2025-11-30,2025-12-08
500792,ACC00192,2025-11,103378341.01,0.0075,64611.46,64572.85,2025-11-30,2025-12-05
500793,ACC00193,2025-11,144460271.24,0.0045,54172.6,54208.52,2025-11-30,2025-12-03
500794,ACC00194,2025-11,78896920.04,0.0045,29586.35,29570.77,2025-11-30,2025-12-08
500795,ACC00195,2025-11,248432323.34,0.0045,93162.12,93148.3,2025-11-30,2025-12-08
500796,ACC00196,2025-11,154777738.4,0.0075,96736.09,96794.27,2025-11-30,2025-12-05
500797,ACC00197,2025-11,50595194.14,0.0075,31622.0,31650.65,2025-11-30,2025-12-05
500798,ACC00198,2025-11,158859908.25,0.0075,99287.44,99290.17,2025-11-30,2025-12-06
500799,ACC00199,2025-11,227990680.94,0.0045,85496.51,85552.23,2025-11-30,2025-12-02
500800,ACC00200,2025-11,158813872.77,0.0045,59555.2,59578.05,2025-11-30,2025-12-04
500801,ACC00201,2025-11,209198938.61,0.0075,130749.34,130847.45,2025-11-30,2025-12-05
500802,ACC00202,2025-11,28309468.27,0.006,14154.73,14164.59,2025-11-30,2025-12-07
500803,ACC00203,2025-11,238702894.14,0.006,119351.45,119300.05,2025-11-30,2025-12-06
500804,ACC00204,2025-11,161827121.95,0.0035,47199.58,47227.96,2025-11-30,2025-12-07
500805,ACC00205,2025-11,162965776.26,0.0035,47531.68,47520.94,2025-11-30,2025-12-03
500806,ACC00206,2025-11,45454087.99,0.0075,28408.8,28430.39,2025-11-30,2025-12-08
500807,ACC00207,2025-11,94398707.48,0.0035,27532.96,27514.27,2025-11-30,2025-12-08
500808,ACC00208,2025-11,179524811.68,0.006,89762.41,89763.47,2025-11-30,2025-12-03
500809,ACC00209,2025-11,99615348.01,0.0075,62259.59,62270.16,2025-11-30,2025-12-07
500810,ACC00210,2025-11,100054397.69,0.0075,62534.0,62556.16,2025-11-30,2025-12-04
500811,ACC00211,2025-11,79578162.99,0.0075,49736.35,49730.67,2025-11-30,2025-12-07
500812,ACC00212,2025-11,75877848.15,0.0045,28454.19,28458.71,2025-11-30,2025-12-02
500813,ACC00213,2025-11,122667829.11,0.006,61333.91,61350.57,2025-11-30,2025-12-03
500814,ACC00214,2025-11,34168558.48,0.0045,12813.21,12808.61,2025-11-30,2025-12-03
500815,ACC00215,2025-11,53803850.8,0.006,26901.93,26908.22,2025-11-30,2025-12-04
500816,ACC00216,2025-11,195868181.03,0.0035,57128.22,57141.47,2025-11-30,2025-12-02
500817,ACC00217,2025-11,116078481.66,0.0075,72549.05,72489.83,2025-11-30,2025-12-08
500818,ACC00218,2025-11,80212464.87,0.0075,50132.79,50168.64,2025-11-30,2025-12-03
500819,ACC00219,2025-11,106311344.82,0.006,53155.67,53158.03,2025-11-30,2025-12-05
500820,ACC00220,2025-11,100596073.57,0.0035,29340.52,29364.56,2025-11-30,2025-12-02
500821,ACC00221,2025-11,221795721.2,0.006,110897.86,110801.61,2025-11-30,2025-12-05
500822,ACC00222,2025-11,135244148.66,0.0045,50716.56,50732.25,2025-11-30,2025-12-05
500823,ACC00223,2025-11,140909366.8,0.0045,52841.01,52880.21,2025-11-30,2025-12-07
500824,ACC00224,2025-11,95571385.51,0.0075,59732.12,59723.09,2025-11-30,2025-12-07
500825,ACC00225,2025-11,238119536.74,0.0045,89294.83,,2025-11-30,2025-12-04
500826,ACC00226,2025-11,249981216.84,0.0045,93742.96,93751.27,2025-11-30,2025-12-08
500827,ACC00227,2025-11,159974999.63,0.0035,46659.37,46650.91,2025-11-30,2025-12-02
500828,ACC00228,2025-11,6783021.67,0.0035,1978.38,1978.92,2025-11-30,2025-12-03
500829,ACC00229,2025-11,184605929.05,0.006,92302.96,92390.7,2025-11-30,2025-12-07
500830,ACC00230,2025-11,66615305.91,0.0075,41634.57,41644.42,2025-11-30,2025-12-08
500831,ACC00231,2025-11,79856642.17,0.0045,29946.24,29952.36,2025-11-30,2025-12-04
500832,ACC00232,2025-11,81051063.02,0.0075,50656.91,50659.49,2025-11-30,2025-12-13
500833,ACC00233,2025-11,53870680.78,0.006,26935.34,26935.71,2025-11-30,2025-12-02
500834,ACC00234,2025-11,172848698.65,0.0035,50414.2,50452.71,2025-11-30,2025-12-04
500835,ACC00235,2025-11,160900049.18,0.0035,46929.18,46885.06,2025-11-30,2025-12-02
500836,ACC00236,2025-11,39679023.82,0.0075,24799.39,24821.71,2025-11-30,2025-12-04
500837,ACC00237,2025-11,80031756.08,0.0075,50019.85,50026.21,2025-11-30,2025-12-02
500838,ACC00238,2025-11,8191688.95,0.006,4095.84,4093.15,2025-11-30,2025-12-05
500839,ACC00239,2025-11,14827880.1,0.0035,4324.8,4322.68,2025-11-30,2025-12-02
500840,ACC00240,2025-11,118841517.85,0.0075,74275.95,74204.87,2025-11-30,2025-12-07
500841,ACC00241,2025-11,198248672.14,0.0075,123905.42,123794.6,2025-11-30,2025-12-03
500842,ACC00242,2025-11,110551233.92,0.006,55275.62,55283.94,2025-11-30,2025-12-05
500843,ACC00243,2025-11,242429288.81,0.0045,90910.98,90919.2,2025-11-30,2025-12-08
500844,ACC00244,2025-11,240987593.99,0.006,120493.8,120591.77,2025-11-30,2025-12-07
500845,ACC00245,2025-11,8125336.16,0.006,4062.67,4063.13,2025-11-30,2025-12-08
500846,ACC00246,2025-11,110038774.26,0.0075,68774.23,68715.06,2025-11-30,2025-12-03
500847,ACC00247,2025-11,100349821.92,0.0035,29268.7,29269.56,2025-11-30,2025-12-08
500848,ACC00248,2025-11,52228827.46,0.0045,19585.81,19595.72,2025-11-30,2025-12-03
500849,ACC00249,2025-11,85933814.04,0.006,42966.91,42962.04,2025-11-30,2025-12-06
500850,ACC00250,2025-11,48054352.67,0.0045,18020.38,18007.38,2025-11-30,2025-12-03
500851,ACC00251,2025-11,173416587.75,0.006,86708.29,86627.46,2025-11-30,2025-12-03
500852,ACC00252,2025-11,248435399.21,0.0035,72460.32,72388.75,2025-11-30,2025-12-03
500853,ACC00253,2025-11,79047162.24,0.0035,23055.42,23046.4,2025-11-30,2025-12-04
500854,ACC00254,2025-11,84952474.69,0.0035,24777.81,24779.35,2025-11-30,2025-12-08
500855,ACC00255,2025-11,141099585.1,0.0045,52912.34,52859.49,2025-11-30,2025-12-06
500856,ACC00256,2025-11,237287049.11,0.0045,88982.64,88970.68,2025-11-30,2025-12-07
500857,ACC00257,2025-11,174460545.32,0.0075,109037.84,108966.95,2025-11-30,2025-12-06
500858,ACC00258,2025-11,188452951.31,0.006,94226.48,94198.27,2025-11-30,2025-12-05
500859,ACC00259,2025-11,156407805.56,0.0075,97754.88,97740.63,2025-11-30,2025-12-07
500860,ACC00260,2025-11,103527776.21,0.0045,38822.92,38843.8,2025-11-30,2025-12-06
500861,ACC00261,2025-11,146215259.39,0.0075,91384.54,91431.62,2025-11-30,2025-12-04
500862,ACC00262,2025-11,242420179.8,0.0075,151512.61,151607.11,2025-11-30,2025-12-05
500863,ACC00263,2025-11,217848178.26,0.0045,81693.07,81670.0,2025-11-30,2025-12-04
500864,ACC00264,2025-11,38907451.8,0.006,19453.73,19442.71,2025-11-30,2025-12-03
500865,ACC00265,2025-11,91987007.83,0.0045,34495.13,34520.9,2025-11-30,2025-12-08
500866,ACC00266,2025-11,214137495.16,0.0075,133835.93,133915.12,2025-11-30,2025-12-13
500867,ACC00267,2025-11,16227222.6,0.006,8113.61,8120.25,2025-11-30,2025-12-07
500868,ACC00268,2025-11,42791000.8,0.0045,16046.63,16049.08,2025-11-30,2025-12-06
500869,ACC00269,2025-11,107853175.15,0.0075,67408.23,67379.39,2025-11-30,2025-12-06
500870,ACC00270,2025-11,38688000.61,0.0075,24180.0,24162.68,2025-11-30,2025-12-07
500871,ACC00271,2025-11,31671174.6,0.0075,19794.48,19804.91,2025-11-30,2025-12-04
500872,ACC00272,2025-11,212359713.5,0.0035,61938.25,61955.8,2025-11-30,2025-12-02
500873,ACC00273,2025-11,54678831.59,0.0035,15947.99,15937.02,2025-11-30,2025-12-07
500874,ACC00274,2025-11,179747444.92,0.006,89873.72,89877.72,2025-11-30,2025-12-02
500875,ACC00275,2025-11,77056099.64,0.006,38528.05,38538.67,2025-11-30,2025-12-04
500876,ACC00276,2025-11,2619306.99,0.006,1309.65,1310.18,2025-11-30,2025-12-06
500877,ACC00277,2025-11,155116128.37,0.0045,58168.55,58197.08,2025-11-30,2025-12-02
500878,ACC00278,2025-11,110612122.98,0.0035,32261.87,32243.84,2025-11-30,2025-12-08
500879,ACC00279,2025-11,150268035.46,0.0075,93917.52,93990.06,2025-11-30,2025-12-07
500880,ACC00280,2025-11,159794236.81,0.006,79897.12,84644.39,2025-11-30,2025-12-03
500881,ACC00281,2025-11,114002067.85,0.0075,71251.29,71307.88,2025-11-30,2025-12-07
500882,ACC00282,2025-11,100156670.85,0.0035,29212.36,29235.92,2025-11-30,2025-12-04
500883,ACC00283,2025-11,123441211.85,0.0035,36003.69,35987.74,2025-11-30,2025-12-08
500884,ACC00284,2025-11,204839994.25,0.0045,76815.0,76747.71,2025-11-30,2025-12-05
500885,ACC00285,2025-11,35217691.25,0.0045,13206.63,13208.4,2025-11-30,2025-12-06
500886,ACC00286,2025-11,43459811.3,0.0035,12675.78,12666.15,2025-11-30,2025-12-07
500887,ACC00287,2025-11,139697749.16,0.006,69848.87,69798.15,2025-11-30,2025-12-15
500888,ACC00288,2025-11,43206353.79,0.006,21603.18,21609.65,2025-11-30,2025-12-02
500889,ACC00289,2025-11,239833456.96,0.0045,89937.55,89906.93,2025-11-30,2025-12-05
500890,ACC00290,2025-11,14217496.72,0.0075,8885.94,8879.4,2025-11-30,2025-12-07
500891,ACC00291,2025-11,154423698.53,0.0045,57908.89,57952.9,2025-11-30,2025-12-04
500892,ACC00292,2025-11,143887345.71,0.0075,89929.59,89851.95,2025-11-30,2025-12-03
500893,ACC00293,2025-11,33130327.61,0.0045,12423.87,12412.88,2025-11-30,2025-12-05
500894,ACC00294,2025-11,106795060.51,0.0035,31148.56,31153.33,2025-11-30,2025-12-03
500895,ACC00295,2025-11,156626913.13,0.0075,97891.82,97814.32,2025-11-30,2025-12-05
500896,ACC00296,2025-11,220211490.8,0.0035,64228.35,64258.28,2025-11-30,2025-12-02
500897,ACC00297,2025-11,177130332.75,0.0045,66423.87,66368.25,2025-11-30,2025-12-05
500898,ACC00298,2025-11,20895427.66,0.0075,13059.64,13051.2,2025-11-30,2025-12-06
