movement_id,account_id,movement_type,amount,movement_date,approver_1,approver_2,custodian_match_flag
1100763,ACC00557,Collateral Return,131718.18,2025-11-06,APPR008,,True
1100764,ACC00645,Collateral Return,119906.65,2025-11-07,APPR006,,True
1100765,ACC00483,Collateral Return,247434.12,2025-11-07,APPR005,APPR014,True
1100766,ACC00843,Wire In,539445.1,2025-11-07,APPR009,APPR007,True
1100767,ACC00153,Wire In,189062.34,2025-11-07,APPR011,APPR005,True
1100768,ACC00161,Collateral Return,96133.32,2025-11-07,APPR008,,True
1100769,ACC00175,Collateral Return,40620.26,2025-11-07,APPR012,APPR013,True
1100770,ACC00379,Collateral Return,338409.41,2025-11-07,APPR001,APPR011,True
1100771,ACC00177,Collateral Pledge,75585.91,2025-11-07,APPR013,,True
1100772,ACC00338,Wire In,8247.8,2025-11-07,APPR013,,False
1100773,ACC00369,Collateral Return,65795.06,2025-11-07,APPR011,APPR006,True
1100774,ACC00235,Collateral Return,121765.38,2025-11-07,APPR008,,True
1100775,ACC00622,Collateral Pledge,112433.01,2025-11-07,APPR013,APPR008,True
1100776,ACC00734,Collateral Return,20638.92,2025-11-07,APPR013,,True
1100777,ACC00221,Wire Out,117485.56,2025-11-07,APPR003,APPR009,True
1100778,ACC00823,Collateral Return,209727.12,2025-11-07,APPR014,APPR013,True
1100779,ACC00435,Collateral Return,70515.99,2025-11-07,APPR012,APPR003,True
1100780,ACC00743,Wire Out,59743.14,2025-11-07,APPR007,,True
1100781,ACC00873,Wire In,315902.15,2025-11-07,APPR008,APPR012,True
1100782,ACC00269,Collateral Pledge,336825.54,2025-11-10,APPR006,APPR013,True
1100783,ACC00457,Collateral Pledge,115000.58,2025-11-10,APPR004,,True
1100784,ACC00613,Wire Out,130291.74,2025-11-10,APPR008,APPR003,True
1100785,ACC00666,Collateral Pledge,1025721.42,2025-11-10,APPR014,APPR010,True
1100786,ACC00622,Collateral Pledge,91501.51,2025-11-10,APPR005,,True
1100787,ACC00695,Wire In,65289.63,2025-11-10,APPR005,,True
1100788,ACC00330,Collateral Return,381011.03,2025-11-10,APPR008,APPR002,True
1100789,ACC00857,Wire Out,122990.16,2025-11-10,APPR001,,True
1100790,ACC00794,Wire In,744042.71,2025-11-10,APPR004,APPR014,True
1100791,ACC00635,Wire Out,30747.12,2025-11-10,APPR012,,True
1100792,ACC00501,Wire In,222752.78,2025-11-10,APPR002,,True
1100793,ACC00036,Wire In,269602.13,2025-11-10,APPR003,APPR010,True
1100794,ACC00709,Wire In,103976.62,2025-11-10,APPR007,APPR012,False
1100795,ACC00678,Wire In,48142.57,2025-11-10,APPR012,APPR005,True
1100796,ACC00341,Collateral Pledge,24622.55,2025-11-10,APPR009,APPR008,True
1100797,ACC00878,Collateral Return,3168463.85,2025-11-11,APPR004,APPR010,True
1100798,ACC00376,Collateral Return,118692.79,2025-11-11,APPR011,,True
1100799,ACC00615,Wire Out,515329.63,2025-11-11,APPR013,APPR003,True
1100800,ACC00301,Collateral Return,44400.79,2025-11-11,APPR006,,True
1100801,ACC00168,Wire In,154037.34,2025-11-11,APPR007,APPR010,True
1100802,ACC00694,Wire Out,31892.87,2025-11-11,APPR004,,True
1100803,ACC00546,Wire Out,438946.0,2025-11-11,APPR014,APPR013,True
1100804,ACC00755,Wire In,28293.41,2025-11-11,APPR009,APPR002,True
1100805,ACC00064,Collateral Pledge,45380.94,2025-11-11,APPR010,,True
1100806,ACC00691,Wire Out,199835.03,2025-11-11,APPR002,,True
1100807,ACC00236,Wire Out,39388.77,2025-11-11,APPR005,APPR014,True
1100808,ACC00458,Collateral Return,142348.71,2025-11-11,APPR014,,True
1100809,ACC00552,Wire In,22165.37,2025-11-11,APPR003,APPR010,True
1100810,ACC00128,Collateral Return,11105.35,2025-11-11,APPR011,APPR005,True
1100811,ACC00889,Collateral Return,463000.29,2025-11-11,APPR006,APPR009,True
1100812,ACC00821,Collateral Return,292450.2,2025-11-11,APPR008,APPR014,True
1100813,ACC00005,Wire In,515895.24,2025-11-11,APPR004,APPR005,True
1100814,ACC00151,Collateral Pledge,166016.63,2025-11-11,APPR005,APPR012,True
1100815,ACC00792,Collateral Pledge,53812.81,2025-11-11,APPR006,APPR002,False
1100816,ACC00726,Wire In,11034.62,2025-11-11,APPR003,,True
1100817,ACC00810,Collateral Return,53448.81,2025-11-11,APPR002,,True
1100818,ACC00648,Collateral Pledge,16209.13,2025-11-11,APPR011,APPR006,True
1100819,ACC00339,Collateral Return,47982.57,2025-11-11,APPR005,,True
1100820,ACC00814,Collateral Pledge,32047.07,2025-11-12,APPR001,APPR002,True
1100821,ACC00320,Collateral Pledge,307528.55,2025-11-12,APPR010,APPR005,True
1100822,ACC00277,Collateral Return,95428.35,2025-11-12,APPR004,APPR014,True
1100823,ACC00594,Wire In,4573.81,2025-11-12,APPR010,,True
1100824,ACC00768,Wire In,8159.67,2025-11-12,APPR002,APPR010,True
1100825,ACC00839,Wire Out,204633.76,2025-11-12,APPR001,,True
1100826,ACC00241,Wire Out,1459177.89,2025-11-13,APPR008,APPR002,True
1100827,ACC00855,Collateral Return,918351.41,2025-11-13,APPR009,APPR006,True
1100828,ACC00022,Wire In,7790.26,2025-11-13,APPR001,APPR012,True
1100829,ACC00664,Wire In,106425.08,2025-11-13,APPR002,APPR004,True
1100830,ACC00680,Wire Out,15501.47,2025-11-13,APPR002,APPR012,True
1100831,ACC00339,Collateral Pledge,142949.46,2025-11-13,APPR002,,True
1100832,ACC00822,Collateral Pledge,52841.6,2025-11-13,APPR003,,True
1100833,ACC00193,Wire In,53100.87,2025-11-13,APPR001,APPR005,True
1100834,ACC00133,Collateral Return,45085.02,2025-11-13,APPR002,APPR006,True
1100835,ACC00315,Collateral Pledge,254706.37,2025-11-13,APPR007,APPR002,True
1100836,ACC00831,Wire In,65284.45,2025-11-13,APPR010,,True
1100837,ACC00358,Collateral Return,68391.06,2025-11-13,APPR001,APPR009,True
1100838,ACC00036,Wire Out,30962.41,2025-11-13,APPR012,,True
1100839,ACC00332,Collateral Pledge,646505.18,2025-11-13,APPR010,APPR014,True
1100840,ACC00683,Wire Out,182004.3,2025-11-13,APPR012,,True
1100841,ACC00732,Collateral Return,95901.37,2025-11-13,APPR008,,True
1100842,ACC00782,Wire In,105675.3,2025-11-13,APPR007,APPR006,True
1100843,ACC00285,Wire In,74159.8,2025-11-13,APPR003,,True
1100844,ACC00405,Wire Out,40621.1,2025-11-14,APPR001,,True
1100845,ACC00612,Wire In,112894.52,2025-11-14,APPR014,,True
1100846,ACC00198,Wire In,421951.77,2025-11-14,APPR004,APPR009,True
1100847,ACC00301,Wire In,67902.86,2025-11-14,APPR014,APPR008,True
1100848,ACC00765,Wire In,129719.9,2025-11-14,APPR005,,True
1100849,ACC00553,Collateral Pledge,42145.42,2025-11-14,APPR001,,True
1100850,ACC00782,Wire In,1013242.31,2025-11-14,APPR012,APPR005,True
1100851,ACC00689,Wire In,126901.75,2025-11-14,APPR014,APPR010,True
1100852,ACC00443,Wire In,13219.35,2025-11-14,APPR003,,True
1100853,ACC00421,Collateral Return,16177.63,2025-11-14,APPR013,,True
1100854,ACC00189,Collateral Pledge,346755.12,2025-11-14,APPR008,APPR013,True
1100855,ACC00229,Wire Out,14414.86,2025-11-14,APPR011,,True
1100856,ACC00287,Wire In,83455.54,2025-11-14,APPR014,APPR011,True
1100857,ACC00804,Wire Out,94281.27,2025-11-14,APPR004,APPR010,True
1100858,ACC00140,Collateral Pledge,49375.69,2025-11-14,APPR009,APPR003,True
1100859,ACC00104,Wire Out,24955.42,2025-11-14,APPR004,APPR008,True
1100860,ACC00322,Wire Out,61907.75,2025-11-17,APPR012,,True
1100861,ACC00681,Collateral Pledge,111215.2,2025-11-17,APPR005,APPR004,True
1100862,ACC00569,Wire In,250811.93,2025-11-17,APPR010,APPR006,True
1100863,ACC00187,Collateral Pledge,9752.47,2025-11-17,APPR002,APPR003,True
1100864,ACC00680,Collateral Pledge,237039.69,2025-11-17,APPR013,,True
1100865,ACC00853,Collateral Pledge,128375.5,2025-11-17,APPR011,,True
1100866,ACC00626,Wire In,146933.26,2025-11-17,APPR005,,True
1100867,ACC00635,Wire In,154102.14,2025-11-17,APPR005,APPR006,True
1100868,ACC00336,Collateral Return,39910.86,2025-11-17,APPR009,APPR002,True
1100869,ACC00393,Collateral Pledge,156372.1,2025-11-17,APPR013,,True
1100870,ACC00711,Collateral Pledge,448583.47,2025-11-17,APPR006,APPR009,True
1100871,ACC00368,Collateral Pledge,128786.79,2025-11-17,APPR010,,True
1100872,ACC00541,Wire Out,30171.94,2025-11-17,APPR014,,True
1100873,ACC00529,Wire In,119129.06,2025-11-17,APPR007,,True
1100874,ACC00339,Collateral Pledge,25302.32,2025-11-17,APPR012,,True
1100875,ACC00037,Collateral Return,299210.43,2025-11-17,APPR014,APPR007,True
1100876,ACC00303,Collateral Return,76925.59,2025-11-17,APPR008,,True
1100877,ACC00697,Collateral Return,113241.66,2025-11-17,APPR001,,True
1100878,ACC00582,Wire In,75409.45,2025-11-17,APPR002,,True
1100879,ACC00719,Collateral Pledge,596539.65,2025-11-17,APPR002,APPR012,True
1100880,ACC00583,Wire In,468223.58,2025-11-18,APPR001,APPR014,True
1100881,ACC00616,Wire In,16123.54,2025-11-18,APPR011,APPR002,True
1100882,ACC00886,Wire Out,181282.43,2025-11-18,APPR011,,True
1100883,ACC00176,Wire In,10883.8,2025-11-18,APPR003,APPR009,True
1100884,ACC00311,Wire In,69518.43,2025-11-18,APPR014,,True
1100885,ACC00698,Wire Out,162621.41,2025-11-18,APPR012,,True
1100886,ACC00654,Collateral Pledge,222163.31,2025-11-18,APPR014,APPR003,True
1100887,ACC00360,Collateral Pledge,65245.05,2025-11-18,APPR008,,True
1100888,ACC00491,Wire Out,45216.86,2025-11-18,APPR007,,True
1100889,ACC00377,Wire Out,98795.97,2025-11-18,APPR012,,True
1100890,ACC00681,Wire In,40420.71,2025-11-18,APPR005,APPR002,True
1100891,ACC00215,Wire In,157876.98,2025-11-18,APPR005,APPR006,True
1100892,ACC00756,Collateral Return,193210.12,2025-11-18,APPR009,,True
1100893,ACC00880,Collateral Pledge,70646.74,2025-11-18,APPR013,APPR011,True
1100894,ACC00118,Collateral Return,912316.21,2025-11-19,APPR011,APPR004,True
1100895,ACC00115,Wire Out,882257.91,2025-11-19,APPR006,APPR002,True
1100896,ACC00405,Wire In,388154.77,2025-11-19,APPR013,APPR008,False
1100897,ACC00300,Collateral Return,68177.28,2025-11-19,APPR008,APPR010,True
1100898,ACC00588,Collateral Return,22944.65,2025-11-19,APPR008,APPR006,True
1100899,ACC00061,Collateral Pledge,21973.82,2025-11-19,APPR009,,True
1100900,ACC00371,Wire In,296193.13,2025-11-19,APPR014,APPR010,True
1100901,ACC00262,Collateral Return,67433.94,2025-11-19,APPR009,APPR014,True
1100902,ACC00843,Wire In,237798.95,2025-11-19,APPR003,,True
1100903,ACC00501,Collateral Return,92158.17,2025-11-20,APPR014,APPR007,True
1100904,ACC00592,Wire Out,142842.97,2025-11-20,APPR014,,True
1100905,ACC00793,Wire In,12292.32,2025-11-20,APPR003,,True
1100906,ACC00104,Collateral Pledge,288891.44,2025-11-20,APPR003,APPR004,True
1100907,ACC00003,Wire In,401574.21,2025-11-20,APPR002,APPR007,True
1100908,ACC00303,Wire Out,9835.3,2025-11-20,APPR007,APPR014,True
1100909,ACC00106,Wire In,47782.25,2025-11-20,APPR009,,True
1100910,ACC00782,Collateral Return,104334.02,2025-11-20,APPR012,,True
1100911,ACC00497,Collateral Return,118765.78,2025-11-20,APPR009,,True
1100912,ACC00753,Wire Out,99680.74,2025-11-20,APPR003,APPR010,True
1100913,ACC00775,Wire Out,213651.5,2025-11-20,APPR011,APPR012,True
1100914,ACC00806,Collateral Pledge,22782.91,2025-11-20,APPR003,APPR002,True
1100915,ACC00255,Wire In,42323.98,2025-11-20,APPR007,,True
1100916,ACC00412,Wire In,132979.06,2025-11-20,APPR002,APPR008,True
1100917,ACC00116,Wire Out,57002.07,2025-11-20,APPR009,APPR008,True
1100918,ACC00386,Wire In,411451.85,2025-11-20,APPR003,APPR001,True
1100919,ACC00618,Collateral Return,13909.08,2025-11-20,APPR008,,True
1100920,ACC00059,Collateral Pledge,516185.23,2025-11-20,APPR006,APPR013,True
1100921,ACC00513,Collateral Pledge,195606.88,2025-11-20,APPR014,,True
1100922,ACC00108,Wire Out,100548.28,2025-11-20,APPR006,,True
1100923,ACC00792,Wire Out,342527.13,2025-11-20,APPR013,APPR004,True
1100924,ACC00839,Wire Out,43993.68,2025-11-20,APPR014,APPR011,True
1100925,ACC00565,Wire In,110619.6,2025-11-20,APPR001,,True
1100926,ACC00245,Collateral Pledge,11787.84,2025-11-21,APPR013,APPR014,True
1100927,ACC00683,Collateral Return,119384.19,2025-11-21,APPR004,,True
1100928,ACC00382,Collateral Pledge,69062.0,2025-11-21,APPR002,,True
1100929,ACC00832,Collateral Return,77254.54,2025-11-21,APPR002,,True
1100930,ACC00715,Wire In,267014.6,2025-11-21,APPR011,APPR001,True
1100931,ACC00843,Collateral Pledge,227201.52,2025-11-21,APPR004,,True
1100932,ACC00692,Wire In,693672.41,2025-11-21,APPR005,APPR001,True
1100933,ACC00796,Collateral Return,141756.12,2025-11-21,APPR014,,True
1100934,ACC00311,Collateral Pledge,105355.71,2025-11-21,APPR010,,True
1100935,ACC00287,Collateral Pledge,25695.89,2025-11-21,APPR011,APPR005,True
1100936,ACC00073,Collateral Return,168664.69,2025-11-21,APPR006,,True
1100937,ACC00581,Wire In,20057.47,2025-11-21,APPR008,APPR001,True
1100938,ACC00733,Wire Out,17983.19,2025-11-24,APPR005,,True
1100939,ACC00752,Collateral Pledge,48910.92,2025-11-24,APPR008,,True
1100940,ACC00797,Wire In,40736.55,2025-11-24,APPR002,,True
1100941,ACC00857,Wire Out,71482.92,2025-11-24,APPR001,APPR005,True
1100942,ACC00572,Collateral Return,224196.15,2025-11-24,APPR004,,True
1100943,ACC00683,Collateral Pledge,314080.83,2025-11-24,APPR009,APPR002,True
1100944,ACC00052,Wire In,234287.01,2025-11-24,APPR011,,True
1100945,ACC00423,Collateral Return,259768.54,2025-11-24,APPR003,APPR008,True
1100946,ACC00715,Wire Out,5638551.52,2025-11-24,APPR013,APPR012,True
1100947,ACC00535,Collateral Return,68577.21,2025-11-24,APPR003,,True
1100948,ACC00831,Collateral Return,76807.88,2025-11-24,APPR002,APPR013,True
1100949,ACC00681,Wire In,89382.17,2025-11-24,APPR009,,True
1100950,ACC00791,Collateral Pledge,106393.85,2025-11-25,APPR011,,True
1100951,ACC00745,Wire In,51085.34,2025-11-25,APPR003,,True
1100952,ACC00804,Wire Out,45762.56,2025-11-25,APPR008,,True
1100953,ACC00110,Wire Out,23087.04,2025-11-25,APPR007,,True
1100954,ACC00498,Wire In,28758.34,2025-11-25,APPR013,,True
1100955,ACC00751,Wire In,24468.01,2025-11-25,APPR010,APPR013,True
1100956,ACC00262,Wire Out,13790.33,2025-11-25,APPR012,,True
1100957,ACC00624,Wire In,121123.54,2025-11-25,APPR014,APPR003,True
1100958,ACC00899,Wire In,114711.62,2025-11-25,APPR003,APPR010,True
1100959,ACC00474,Wire Out,77073.65,2025-11-26,APPR012,,True
1100960,ACC00632,Wire In,116254.61,2025-11-26,APPR003,,True
1100961,ACC00121,Collateral Return,70494.4,2025-11-26,APPR011,,True
1100962,ACC00709,Collateral Return,214473.43,2025-11-26,APPR002,APPR012,True
1100963,ACC00851,Wire Out,9562.02,2025-11-26,APPR013,APPR009,True
1100964,ACC00631,Wire Out,120465.99,2025-11-26,APPR013,APPR009,True
1100965,ACC00095,Wire Out,84834.27,2025-11-26,APPR011,APPR006,True
1100966,ACC00396,Collateral Return,26016.79,2025-11-26,APPR005,,True
1100967,ACC00643,Collateral Pledge,50574.91,2025-11-26,APPR005,,True
1100968,ACC00761,Collateral Pledge,455271.26,2025-11-26,APPR007,APPR002,True
1100969,ACC00160,Collateral Pledge,127252.14,2025-11-26,APPR009,,True
1100970,ACC00602,Wire In,61380.37,2025-11-26,APPR013,,True
1100971,ACC00625,Wire In,92112.66,2025-11-26,APPR002,,True
1100972,ACC00732,Collateral Return,546675.19,2025-11-26,APPR010,,True
1100973,ACC00331,Wire In,28314.59,2025-11-26,APPR009,,True
1100974,ACC00741,Wire In,211139.36,2025-11-26,APPR013,APPR006,True
1100975,ACC00040,Collateral Pledge,68975.41,2025-11-26,APPR004,,True
1100976,ACC00370,Collateral Pledge,25788.42,2025-11-26,APPR009,APPR010,True
1100977,ACC00779,Collateral Pledge,307016.77,2025-11-26,APPR013,APPR005,True
1100978,ACC00556,Wire Out,212244.71,2025-11-26,APPR005,APPR001,True
1100979,ACC00139,Wire Out,52823.9,2025-11-26,APPR006,APPR013,True
1100980,ACC00737,Wire Out,244550.48,2025-11-26,APPR008,APPR001,True
1100981,ACC00308,Wire Out,71616.57,2025-11-26,APPR003,APPR010,True
1100982,ACC00849,Collateral Return,80527.53,2025-11-26,APPR008,APPR002,True
1100983,ACC00411,Wire In,616063.57,2025-11-26,APPR008,APPR002,True
1100984,ACC00462,Collateral Return,14840.52,2025-11-27,APPR001,,False
1100985,ACC00215,Collateral Pledge,159798.41,2025-11-27,APPR009,APPR005,True
1100986,ACC00848,Collateral Pledge,50437.35,2025-11-27,APPR002,,True
1100987,ACC00891,Wire Out,11781.18,2025-11-27,APPR010,,True
1100988,ACC00375,Wire In,28270.18,2025-11-27,APPR014,APPR013,True
1100989,ACC00859,Wire Out,98337.8,2025-11-27,APPR012,APPR007,False
1100990,ACC00867,Wire In,92618.95,2025-11-28,APPR001,APPR009,True
1100991,ACC00249,Collateral Return,365219.66,2025-11-28,APPR002,APPR005,True
1100992,ACC00406,Collateral Return,246309.06,2025-11-28,APPR006,APPR014,True
1100993,ACC00393,Collateral Pledge,36140.24,2025-11-28,APPR006,,True
1100994,ACC00017,Collateral Pledge,192575.31,2025-11-28,APPR001,APPR002,True
1100995,ACC00509,Collateral Pledge,221801.84,2025-11-28,APPR003,APPR010,True
1100996,ACC00749,Collateral Pledge,43264.0,2025-11-28,APPR006,APPR005,True
1100997,ACC00610,Wire In,303418.51,2025-11-28,APPR014,,True
1100998,ACC00209,Collateral Pledge,160765.92,2025-11-28,APPR012,APPR006,True
1100999,ACC00473,Collateral Return,37569.15,2025-11-28,APPR010,,True
1101000,ACC00066,Collateral Return,531621.44,2025-11-28,APPR005,APPR009,True
1101001,ACC00572,Wire Out,442018.2,2025-11-28,APPR009,APPR011,True
1101002,ACC00288,Wire In,218489.99,2025-11-28,APPR002,APPR001,True
1101003,ACC00043,Collateral Pledge,85896.77,2025-12-01,APPR012,APPR014,True
1101004,ACC00698,Wire In,272472.28,2025-12-01,APPR005,APPR014,True
1101005,ACC00745,Collateral Return,690782.67,2025-12-01,APPR010,APPR014,True
1101006,ACC00512,Wire Out,599562.83,2025-12-01,APPR012,APPR014,True
1101007,ACC00218,Wire In,56302.53,2025-12-01,APPR005,APPR007,True
1101008,ACC00766,Wire Out,788570.92,2025-12-01,APPR002,APPR007,True
1101009,ACC00775,Collateral Return,56792.04,2025-12-01,APPR008,APPR010,True
1101010,ACC00383,Collateral Return,144179.79,2025-12-01,APPR001,APPR013,True
1101011,ACC00551,Collateral Return,546664.97,2025-12-01,APPR001,,True
1101012,ACC00136,Collateral Pledge,330711.05,2025-12-01,APPR004,APPR014,True
1101013,ACC00764,Wire Out,100534.75,2025-12-01,APPR006,APPR003,True
1101014,ACC00681,Wire Out,72593.73,2025-12-01,APPR007,APPR008,True
1101015,ACC00335,Collateral Pledge,540807.63,2025-12-01,APPR003,APPR004,True
1101016,ACC00820,Collateral Pledge,248283.22,2025-12-02,APPR007,,True
1101017,ACC00079,Wire In,103161.6,2025-12-02,APPR004,APPR003,True
1101018,ACC00230,Collateral Return,53230.19,2025-12-02,APPR006,,True
1101019,ACC00235,Wire In,131433.75,2025-12-02,APPR008,,True
1101020,ACC00781,Collateral Return,113536.35,2025-12-02,APPR006,APPR003,True
1101021,ACC00197,Collateral Pledge,178859.21,2025-12-02,APPR008,APPR014,True
1101022,ACC00040,Collateral Pledge,141122.64,2025-12-02,APPR007,APPR004,True
1101023,ACC00024,Wire Out,82036.52,2025-12-02,APPR007,,True
1101024,ACC00837,Wire In,144506.79,2025-12-02,APPR004,APPR007,True
1101025,ACC00567,Collateral Return,91831.99,2025-12-02,APPR012,APPR014,True
1101026,ACC00169,Wire Out,105108.45,2025-12-02,APPR003,APPR007,True
1101027,ACC00240,Collateral Return,36133.85,2025-12-02,APPR014,,True
1101028,ACC00273,Collateral Pledge,96104.93,2025-12-02,APPR001,,True
1101029,ACC00134,Collateral Return,891707.97,2025-12-02,APPR009,APPR010,True
1101030,ACC00053,Collateral Pledge,119609.47,2025-12-02,APPR003,,True
1101031,ACC00602,Wire In,247163.87,2025-12-02,APPR006,APPR002,True
1101032,ACC00131,Collateral Pledge,61480.34,2025-12-02,APPR004,,True
1101033,ACC00097,Collateral Pledge,233743.15,2025-12-02,APPR009,,True
1101034,ACC00486,Wire Out,244505.33,2025-12-02,APPR008,APPR005,True
1101035,ACC00453,Collateral Pledge,147499.96,2025-12-02,APPR002,,True
1101036,ACC00600,Wire Out,56309.0,2025-12-03,APPR008,APPR009,True
1101037,ACC00050,Collateral Pledge,17779.66,2025-12-03,APPR009,,True
1101038,ACC00499,Wire Out,940920.55,2025-12-03,APPR001,APPR009,True
1101039,ACC00608,Collateral Pledge,396692.96,2025-12-03,APPR010,APPR006,True
1101040,ACC00122,Wire In,377309.22,2025-12-03,APPR012,APPR004,True
1101041,ACC00182,Collateral Pledge,33970.73,2025-12-03,APPR006,APPR014,True
1101042,ACC00506,Wire Out,113503.8,2025-12-03,APPR013,,True
1101043,ACC00093,Wire Out,516398.2,2025-12-03,APPR002,APPR005,False
1101044,ACC00372,Collateral Pledge,8660.87,2025-12-03,APPR003,,True
1101045,ACC00767,Collateral Pledge,34990.77,2025-12-03,APPR006,APPR014,True
1101046,ACC00703,Wire In,159981.93,2025-12-04,APPR014,APPR008,True
1101047,ACC00298,Collateral Return,83196.69,2025-12-04,APPR013,APPR007,True
1101048,ACC00005,Wire Out,9998.94,2025-12-04,APPR006,APPR008,True
1101049,ACC00695,Wire Out,8617.08,2025-12-04,APPR008,,True
1101050,ACC00449,Wire Out,145750.64,2025-12-04,APPR008,,True
1101051,ACC00102,Wire In,22606.51,2025-12-04,APPR011,,True
1101052,ACC00022,Wire Out,26264.23,2025-12-04,APPR001,APPR009,True
1101053,ACC00258,Collateral Pledge,475389.52,2025-12-04,APPR010,APPR007,True
1101054,ACC00269,Wire Out,770518.42,2025-12-04,APPR001,APPR012,True
1101055,ACC00187,Wire In,94905.43,2025-12-04,APPR004,APPR007,True
1101056,ACC00169,Wire Out,100382.19,2025-12-04,APPR003,APPR012,True
1101057,ACC00781,Collateral Pledge,37831.68,2025-12-04,APPR014,,True
1101058,ACC00343,Collateral Pledge,130178.29,2025-12-05,APPR002,,True
1101059,ACC00060,Collateral Pledge,4095.84,2025-12-05,APPR004,APPR003,True
1101060,ACC00285,Collateral Return,295672.34,2025-12-05,APPR011,APPR010,True
1101061,ACC00392,Wire In,76868.33,2025-12-05,APPR012,,True
1101062,ACC00885,Collateral Pledge,56888.55,2025-12-05,APPR014,APPR003,True
1101063,ACC00353,Collateral Return,48061.09,2025-12-05,APPR002,,True
1101064,ACC00308,Wire In,184119.89,2025-12-05,APPR007,APPR004,True
1101065,ACC00365,Collateral Pledge,663535.26,2025-12-05,APPR002,APPR010,True
1101066,ACC00592,Collateral Pledge,364933.14,2025-12-05,APPR014,APPR003,True
1101067,ACC00262,Collateral Return,550823.02,2025-12-05,APPR001,APPR014,True
1101068,ACC00828,Collateral Pledge,175575.99,2025-12-05,APPR004,,True
1101069,ACC00850,Wire In,89805.9,2025-12-05,APPR005,APPR011,True
1101070,ACC00018,Collateral Return,66662.59,2025-12-05,APPR003,APPR006,True
1101071,ACC00599,Collateral Return,89394.65,2025-12-05,APPR011,,True
1101072,ACC00333,Collateral Pledge,66155.14,2025-12-05,APPR013,APPR009,True
1101073,ACC00595,Collateral Return,26842.58,2025-12-05,APPR005,APPR011,True
1101074,ACC00610,Wire Out,23499.11,2025-12-05,APPR007,,True
1101075,ACC00455,Wire Out,339803.58,2025-12-08,APPR011,APPR014,True
1101076,ACC00358,Wire Out,150475.93,2025-12-08,APPR014,,True
1101077,ACC00188,Wire In,1087683.38,2025-12-08,APPR005,APPR010,True
1101078,ACC00867,Collateral Return,63793.86,2025-12-08,APPR008,,True
1101079,ACC00160,Wire In,59585.49,2025-12-08,APPR003,,True
1101080,ACC00283,Wire Out,65983.74,2025-12-08,APPR003,APPR013,True
1101081,ACC00777,Collateral Pledge,36955.86,2025-12-08,APPR011,APPR012,True
1101082,ACC00293,Collateral Pledge,205208.54,2025-12-08,APPR004,APPR006,True
1101083,ACC00581,Collateral Return,20734.53,2025-12-08,APPR002,,True
1101084,ACC00134,Collateral Return,129318.0,2025-12-08,APPR005,APPR002,True
1101085,ACC00390,Collateral Pledge,26852.93,2025-12-08,APPR003,APPR007,True
1101086,ACC00798,Collateral Pledge,39620.02,2025-12-09,APPR003,,True
1101087,ACC00483,Collateral Pledge,115002.26,2025-12-09,APPR010,,True
1101088,ACC00435,Collateral Return,38661.66,2025-12-09,APPR013,APPR003,True
1101089,ACC00231,Collateral Return,93606.28,2025-12-09,APPR009,,True
1101090,ACC00413,Collateral Pledge,121237.17,2025-12-09,APPR009,APPR006,True
1101091,ACC00434,Collateral Pledge,104164.51,2025-12-09,APPR011,,True
1101092,ACC00164,Wire Out,475838.78,2025-12-09,APPR001,,True
1101093,ACC00434,Collateral Pledge,119461.26,2025-12-09,APPR002,APPR014,True
1101094,ACC00824,Wire Out,89756.83,2025-12-09,APPR009,,True
1101095,ACC00875,Collateral Pledge,1047805.29,2025-12-09,APPR005,APPR006,True
1101096,ACC00277,Collateral Return,721757.36,2025-12-09,APPR002,APPR014,True
1101097,ACC00027,Collateral Pledge,43679.02,2025-12-09,APPR013,,True
1101098,ACC00362,Wire Out,142182.71,2025-12-09,APPR012,,True
1101099,ACC00735,Wire Out,82530.62,2025-12-10,APPR013,APPR008,True
1101100,ACC00431,Wire In,56123.36,2025-12-10,APPR011,APPR009,True
1101101,ACC00840,Collateral Pledge,60989.09,2025-12-10,APPR007,,True
1101102,ACC00063,Wire In,192264.34,2025-12-10,APPR004,,True
1101103,ACC00750,Collateral Return,185504.62,2025-12-10,APPR007,,True
1101104,ACC00714,Collateral Return,77325.68,2025-12-10,APPR013,,True
1101105,ACC00539,Wire Out,47461.8,2025-12-10,APPR012,,True
1101106,ACC00283,Collateral Pledge,26506.77,2025-12-10,APPR012,,True
1101107,ACC00856,Collateral Return,54267.8,2025-12-10,APPR009,APPR008,True
1101108,ACC00307,Collateral Return,60307.29,2025-12-10,APPR006,,True
1101109,ACC00243,Collateral Return,41956.67,2025-12-10,APPR013,,True
1101110,ACC00898,Collateral Return,60917.69,2025-12-10,APPR011,,True
1101111,ACC00560,Collateral Pledge,366388.21,2025-12-10,APPR013,APPR010,True
1101112,ACC00021,Collateral Pledge,105243.74,2025-12-10,APPR008,APPR005,True
1101113,ACC00134,Wire Out,493538.13,2025-12-10,APPR003,APPR007,True
1101114,ACC00840,Wire In,27537.48,2025-12-10,APPR002,,True
1101115,ACC00287,Wire In,171911.96,2025-12-10,APPR013,,True
1101116,ACC00580,Collateral Return,238751.3,2025-12-11,APPR010,APPR008,True
1101117,ACC00785,Wire Out,47518.58,2025-12-11,APPR005,,True
1101118,ACC00155,Collateral Pledge,55101.14,2025-12-11,APPR011,APPR003,True
1101119,ACC00472,Wire Out,618582.65,2025-12-11,APPR003,APPR012,True
