trade_id,trade_date,account_id,client_segment,security_id,asset_class,side,quantity,execution_price,benchmark_price,order_block_id,allocation_pct,desk,trader_id,execution_timestamp,allocation_timestamp
100630,2025-09-15,ACC00789,Institutional,SEC0255,Equity,BUY,3103.0,359.7995,359.7665,BLK33543,0.1104,Fixed Income,TR007,2025-09-15 09:51:00,2025-09-15 10:03:00
100631,2025-09-15,ACC00795,Family Office,SEC0200,ETF,SELL,9947.0,347.4529,347.5162,BLK33543,0.3641,Alternatives,TR007,2025-09-15 09:45:00,2025-09-15 10:07:00
100632,2025-09-15,ACC00811,Institutional,SEC0144,ETF,BUY,10208.0,241.3216,241.3076,BLK33544,0.3846,Fixed Income,TR021,2025-09-15 14:30:00,2025-09-15 14:56:00
100633,2025-09-15,ACC00578,Institutional,SEC0082,Equity,BUY,11112.0,353.9184,354.007,BLK33544,0.4035,Multi-Asset,TR007,2025-09-15 10:57:00,2025-09-15 11:20:00
100634,2025-09-15,ACC00169,Institutional,SEC0351,ETF,BUY,5898.0,236.9231,236.7824,BLK33544,0.175,Fixed Income,TR005,2025-09-15 11:38:00,2025-09-15 11:55:00
100635,2025-09-15,ACC00060,Institutional,SEC0303,Equity,SELL,19527.0,108.804,108.8036,BLK33545,0.4477,Multi-Asset,TR015,2025-09-15 14:18:00,2025-09-15 14:29:00
100636,2025-09-15,ACC00106,Family Office,SEC0289,Equity,BUY,11181.0,408.8881,408.7024,BLK33545,0.2595,Fixed Income,TR005,2025-09-15 09:00:00,2025-09-15 09:05:00
100637,2025-09-15,ACC00837,Family Office,SEC0063,Equity,BUY,13017.0,113.7867,113.7989,BLK33545,0.3047,Multi-Asset,TR013,2025-09-15 12:25:00,2025-09-15 12:40:00
100638,2025-09-15,ACC00822,Institutional,SEC0009,Equity,BUY,,348.4641,348.5426,BLK33546,0.3949,Equity,TR002,2025-09-15 13:39:00,2025-09-15 13:47:00
100639,2025-09-15,ACC00579,HNW,SEC0156,Equity,BUY,9387.0,76.8777,76.8662,BLK33546,0.2114,Fixed Income,TR015,2025-09-15 10:06:00,2025-09-15 10:21:00
100640,2025-09-15,ACC00017,Retail-Advisory,SEC0062,Equity,SELL,17101.0,291.8232,291.7574,BLK33546,0.3804,Equity,TR006,2025-09-15 12:49:00,2025-09-15 13:13:00
100641,2025-09-15,ACC00886,Retail-Advisory,SEC0298,Bond,BUY,13705.0,382.6236,382.7073,BLK33547,0.3159,Equity,TR017,2025-09-15 14:28:00,2025-09-15 14:36:00
100642,2025-09-15,ACC00367,Institutional,SEC0342,ETF,SELL,10257.0,359.5328,359.3071,BLK33547,0.26,Multi-Asset,TR014,2025-09-15 10:42:00,2025-09-15 10:45:00
100643,2025-09-15,ACC00007,HNW,SEC0019,ETF,SELL,19083.0,434.6783,434.4585,BLK33547,0.4403,Fixed Income,TR003,2025-09-15 13:58:00,2025-09-15 14:14:00
100644,2025-09-15,ACC00661,Family Office,SEC0355,Equity,BUY,5011.0,180.3209,180.3593,BLK33548,0.2078,Alternatives,TR024,2025-09-15 14:51:00,2025-09-15 14:53:00
100645,2025-09-15,ACC00081,Institutional,SEC0005,Bond,BUY,508.0,495.556,495.6423,BLK33548,0.0287,Alternatives,TR021,2025-09-15 10:50:00,2025-09-15 11:00:00
100646,2025-09-16,ACC00226,Institutional,SEC0019,Bond,SELL,18305.0,170.2268,170.2247,BLK33548,0.7733,Equity,TR023,2025-09-16 14:45:00,2025-09-16 15:10:00
100647,2025-09-16,ACC00815,Retail-Advisory,SEC0260,Bond,SELL,15749.0,82.7374,82.7371,BLK33549,0.383,Multi-Asset,TR018,2025-09-16 10:08:00,2025-09-16 10:26:00
100648,2025-09-16,ACC00244,HNW,SEC0011,Equity,BUY,19382.0,229.7713,229.8486,BLK33549,0.4785,Alternatives,TR008,2025-09-16 09:20:00,2025-09-16 09:26:00
100649,2025-09-16,ACC00851,Retail-Advisory,SEC0235,Equity,BUY,5553.0,496.0808,496.2678,BLK33549,0.1464,Equity,TR003,2025-09-16 12:26:00,2025-09-16 12:40:00
100650,2025-09-16,ACC00047,Retail-Advisory,SEC0224,ETF,BUY,17856.0,130.891,130.8741,BLK33550,0.4155,Equity,TR001,2025-09-16 13:15:00,2025-09-16 13:42:00
100651,2025-09-16,ACC00630,Retail-Advisory,SEC0058,Equity,BUY,17283.0,127.712,127.7394,BLK33550,0.3959,Equity,TR021,2025-09-16 13:09:00,2025-09-16 13:22:00
100652,2025-09-16,ACC00686,Family Office,SEC0201,Equity,BUY,9104.0,182.7647,182.8399,BLK33550,0.2006,Multi-Asset,TR014,2025-09-16 12:25:00,2025-09-16 12:45:00
100653,2025-09-16,ACC00845,Retail-Advisory,SEC0303,ETF,BUY,14016.0,270.7928,270.9152,BLK33551,0.3935,Multi-Asset,TR011,2025-09-16 11:25:00,2025-09-16 11:32:00
100654,2025-09-16,ACC00028,Family Office,SEC0386,Derivative,BUY,16432.0,304.8445,304.8619,BLK33551,0.4599,Fixed Income,TR001,2025-09-16 11:28:00,2025-09-16 11:44:00
100655,2025-09-16,ACC00807,Family Office,SEC0107,Bond,SELL,5157.0,349.3994,349.5579,BLK33551,0.1547,Alternatives,TR006,2025-09-16 14:58:00,2025-09-16 15:20:00
100656,2025-09-16,ACC00099,HNW,SEC0089,Equity,SELL,446.0,66.0592,66.0538,BLK33552,0.01,Fixed Income,TR021,2025-09-16 13:43:00,2025-09-16 14:00:00
100657,2025-09-16,ACC00163,HNW,SEC0340,Equity,BUY,14332.0,135.8357,135.7422,BLK33552,0.4564,Multi-Asset,TR010,2025-09-16 10:58:00,2025-09-16 11:07:00
100658,2025-09-16,ACC00525,HNW,SEC0148,Equity,SELL,16189.0,144.717,143.9364,BLK33552,0.5157,Alternatives,TR013,2025-09-16 09:11:00,2025-09-16 09:36:00
100659,2025-09-16,ACC00632,Institutional,SEC0131,Bond,SELL,12213.0,,441.6148,BLK33553,0.312,Equity,TR023,2025-09-16 09:26:00,2025-09-16 09:34:00
100660,2025-09-16,ACC00024,HNW,SEC0375,Equity,BUY,14203.0,110.9839,110.986,BLK33553,0.3727,Alternatives,TR008,2025-09-16 13:05:00,2025-09-16 13:09:00
100661,2025-09-16,ACC00862,HNW,SEC0217,Bond,BUY,11674.0,338.0217,338.0309,BLK33553,0.3027,Alternatives,TR019,2025-09-16 14:54:00,2025-09-16 15:05:00
100662,2025-09-16,ACC00429,Institutional,SEC0031,Equity,BUY,14351.0,76.5339,76.5351,BLK33554,0.6349,Alternatives,TR023,2025-09-16 14:42:00,2025-09-16 15:02:00
100663,2025-09-16,ACC00802,Family Office,SEC0259,Equity,SELL,4979.0,,259.9079,BLK33554,0.2187,Equity,TR024,2025-09-16 10:02:00,2025-09-16 10:07:00
100664,2025-09-16,ACC00797,HNW,SEC0142,Bond,BUY,2924.0,300.8172,300.9553,BLK33554,0.1324,Equity,TR020,2025-09-16 14:18:00,2025-09-16 14:29:00
100665,2025-09-16,ACC00111,Institutional,SEC0199,Bond,BUY,15487.0,447.4293,447.2648,BLK33555,0.4588,Multi-Asset,TR012,2025-09-16 09:01:00,2025-09-16 09:10:00
100666,2025-09-16,ACC00478,Retail-Advisory,SEC0233,Equity,SELL,6059.0,489.5933,489.8228,BLK33555,0.1727,Multi-Asset,TR011,2025-09-16 12:52:00,2025-09-16 13:06:00
100667,2025-09-16,ACC00756,Institutional,SEC0210,Equity,BUY,,162.5778,162.5798,BLK33555,0.3575,Multi-Asset,TR010,2025-09-16 14:22:00,2025-09-16 14:45:00
100668,2025-09-16,ACC00248,Institutional,SEC0058,Equity,BUY,525.0,215.0666,215.0126,BLK33556,0.0439,Multi-Asset,TR007,2025-09-16 11:01:00,2025-09-16 11:13:00
100669,2025-09-16,ACC00537,HNW,SEC0088,ETF,SELL,10957.0,428.7015,428.501,BLK33556,0.7646,Alternatives,TR022,2025-09-16 12:36:00,2025-09-16 13:03:00
100670,2025-09-16,ACC00694,Institutional,SEC0182,Bond,BUY,2777.0,39.5918,39.7013,BLK33556,0.206,Alternatives,TR013,2025-09-16 11:05:00,2025-09-16 11:09:00
100671,2025-09-16,ACC00256,Retail-Advisory,SEC0166,Equity,BUY,5492.0,391.0545,390.9224,BLK33557,0.19,Equity,TR022,2025-09-16 14:04:00,2025-09-16 14:13:00
100672,2025-09-16,ACC00438,HNW,SEC0328,Equity,BUY,11862.0,455.7932,455.8361,BLK33557,0.3962,Alternatives,TR012,2025-09-16 13:37:00,2025-09-16 13:48:00
100673,2025-09-16,ACC00182,Institutional,SEC0142,Equity,BUY,11701.0,237.6825,237.6963,BLK33557,0.3979,Fixed Income,TR014,2025-09-16 12:22:00,2025-09-16 12:25:00
100674,2025-09-16,ACC00642,Retail-Advisory,SEC0303,Equity,BUY,7744.0,312.3271,312.3169,BLK33558,0.2793,Multi-Asset,TR018,2025-09-16 09:29:00,2025-09-16 09:47:00
100675,2025-09-16,ACC00104,Family Office,SEC0222,Equity,SELL,6608.0,360.0111,360.0276,BLK33558,0.2428,Equity,TR005,2025-09-16 10:32:00,2025-09-16 10:59:00
100676,2025-09-16,ACC00613,HNW,SEC0170,Equity,BUY,13313.0,251.5869,251.6051,BLK33558,0.4737,Alternatives,TR023,2025-09-16 10:45:00,2025-09-16 10:49:00
100677,2025-09-16,ACC00112,Family Office,SEC0050,Equity,SELL,5787.0,175.6633,175.6619,BLK33559,0.1555,Alternatives,TR005,2025-09-16 11:11:00,2025-09-16 11:28:00
100678,2025-09-16,ACC00654,Family Office,SEC0248,Bond,SELL,18735.0,250.1825,250.045,BLK33559,0.5019,Equity,TR021,2025-09-16 11:32:00,2025-09-16 11:50:00
100679,2025-09-16,ACC00314,Retail-Advisory,SEC0393,Bond,SELL,12406.0,136.1458,136.1602,BLK33559,0.3399,Equity,TR016,2025-09-16 14:09:00,2025-09-16 14:17:00
100680,2025-09-16,ACC00523,Family Office,SEC0081,ETF,SELL,19812.0,364.0922,364.1858,BLK33560,0.4281,Alternatives,TR011,2025-09-16 13:04:00,2025-09-16 13:08:00
100681,2025-09-16,ACC00539,Family Office,SEC0086,Derivative,SELL,7481.0,357.4838,357.5222,BLK33560,0.1645,Fixed Income,TR008,2025-09-16 09:19:00,2025-09-16 09:25:00
100682,2025-09-16,ACC00431,HNW,SEC0259,Equity,SELL,18124.0,51.7483,51.7586,BLK33560,0.3962,Equity,TR002,2025-09-16 10:20:00,2025-09-16 10:40:00
100683,2025-09-16,ACC00652,Retail-Advisory,SEC0271,Bond,BUY,11388.0,224.4815,224.5728,BLK33561,0.3686,Multi-Asset,TR008,2025-09-16 11:29:00,2025-09-16 11:54:00
100684,2025-09-16,ACC00715,HNW,SEC0243,Equity,SELL,13078.0,204.8283,204.9096,BLK33561,0.4199,Alternatives,TR007,2025-09-16 13:56:00,2025-09-16 14:16:00
100685,2025-09-16,ACC00778,Retail-Advisory,SEC0241,Bond,BUY,6503.0,41.246,41.2384,BLK33561,0.2026,Fixed Income,TR001,2025-09-16 09:07:00,2025-09-16 09:24:00
100686,2025-09-16,ACC00727,Family Office,SEC0394,Equity,SELL,10589.0,351.0176,350.934,BLK33562,0.3196,Multi-Asset,TR020,2025-09-16 12:48:00,2025-09-16 13:11:00
100687,2025-09-16,ACC00546,Institutional,SEC0300,ETF,BUY,12095.0,336.707,336.6363,BLK33562,0.3591,Multi-Asset,TR015,2025-09-16 09:38:00,2025-09-16 09:58:00
100688,2025-09-16,ACC00630,Family Office,SEC0097,Equity,BUY,10223.0,173.582,173.5864,BLK33562,0.3037,Equity,TR024,2025-09-16 12:53:00,2025-09-16 12:56:00
100689,2025-09-16,ACC00236,Retail-Advisory,SEC0283,Bond,BUY,13967.0,325.4933,325.5394,BLK33563,0.3604,Fixed Income,TR007,2025-09-16 14:33:00,2025-09-16 14:57:00
100690,2025-09-16,ACC00885,Institutional,SEC0238,Bond,BUY,11971.0,197.3961,197.4883,BLK33563,0.2982,Alternatives,TR022,2025-09-16 14:42:00,2025-09-16 15:05:00
100691,2025-09-16,ACC00262,Family Office,SEC0143,Equity,SELL,12675.0,361.2411,361.294,BLK33563,0.3331,Multi-Asset,TR022,2025-09-16 14:32:00,2025-09-16 14:40:00
100692,2025-09-16,ACC00802,HNW,SEC0145,Bond,BUY,7980.0,56.9916,56.9901,BLK33564,0.3122,Fixed Income,TR019,2025-09-16 12:35:00,2025-09-16 12:56:00
100693,2025-09-16,ACC00039,HNW,SEC0386,Derivative,BUY,11268.0,23.3049,23.2986,BLK33564,0.4503,Multi-Asset,TR024,2025-09-16 13:46:00,2025-09-16 14:04:00
100694,2025-09-16,ACC00065,Institutional,SEC0103,ETF,SELL,6405.0,318.3385,318.307,BLK33564,0.2618,Multi-Asset,TR004,2025-09-16 09:00:00,2025-09-16 09:26:00
100695,2025-09-16,ACC00081,Family Office,SEC0360,Bond,SELL,-15958.0,420.8188,420.7728,BLK33565,0.4048,Alternatives,TR018,2025-09-16 14:50:00,2025-09-16 15:02:00
100696,2025-09-16,ACC00826,Retail-Advisory,SEC0390,Bond,BUY,17814.0,232.7234,232.6862,BLK33565,0.4638,Multi-Asset,TR002,2025-09-16 10:00:00,2025-09-16 10:15:00
100697,2025-09-16,ACC00457,HNW,SEC0391,ETF,SELL,4943.0,484.037,484.1005,BLK33565,0.1282,Multi-Asset,TR024,2025-09-16 12:01:00,2025-09-16 12:16:00
100698,2025-09-16,ACC00542,Institutional,SEC0092,Bond,SELL,2099.0,265.8648,265.8667,BLK33566,0.1649,Alternatives,TR001,2025-09-16 12:36:00,2025-09-16 12:59:00
100699,2025-09-16,ACC00018,HNW,SEC0079,Equity,SELL,3405.0,316.893,316.6971,BLK33566,0.2553,Fixed Income,TR016,2025-09-16 10:52:00,2025-09-16 10:56:00
100700,2025-09-17,ACC00888,Family Office,SEC0172,Derivative,BUY,7700.0,169.6287,169.6379,BLK33566,0.5807,Equity,TR009,2025-09-17 14:57:00,2025-09-17 15:12:00
100701,2025-09-17,ACC00130,HNW,SEC0025,Equity,BUY,17148.0,78.765,78.7769,BLK33567,0.4725,Equity,TR007,2025-09-17 11:10:00,2025-09-17 11:13:00
100702,2025-09-17,ACC00359,Institutional,SEC0212,ETF,SELL,14421.0,474.3966,474.218,BLK33567,0.3991,Fixed Income,TR008,2025-09-17 09:39:00,2025-09-17 09:56:00
100703,2025-09-17,ACC00792,Family Office,SEC0084,Bond,SELL,4632.0,496.6525,496.7982,BLK33567,0.1269,Equity,TR020,2025-09-17 13:47:00,2025-09-17 13:59:00
100704,2025-09-17,ACC00446,Retail-Advisory,SEC0307,ETF,BUY,14939.0,143.1062,143.067,BLK33568,0.4019,Alternatives,TR021,2025-09-17 11:28:00,2025-09-17 11:43:00
100705,2025-09-17,ACC00766,Retail-Advisory,SEC0025,Equity,SELL,9629.0,174.3496,174.3636,BLK33568,0.2533,Alternatives,TR014,2025-09-17 14:20:00,2025-09-17 14:43:00
100706,2025-09-17,ACC00057,Institutional,SEC0213,Equity,SELL,12864.0,288.4262,288.4129,BLK33568,0.3339,Alternatives,TR017,2025-09-17 14:56:00,2025-09-17 15:16:00
100707,2025-09-17,ACC00519,Family Office,SEC0347,ETF,SELL,7715.0,348.0343,348.1124,BLK33569,0.4524,Alternatives,TR023,2025-09-17 13:23:00,2025-09-17 15:04:00
100708,2025-09-17,ACC00886,Institutional,SEC0169,Derivative,SELL,6410.0,234.923,234.8337,BLK33569,0.375,Equity,TR004,2025-09-17 14:26:00,2025-09-17 14:52:00
100709,2025-09-17,ACC00361,Institutional,SEC0038,Bond,SELL,2805.0,124.0275,124.0384,BLK33569,0.1786,Equity,TR019,2025-09-17 12:24:00,2025-09-17 12:32:00
100710,2025-09-17,ACC00755,Family Office,SEC0231,ETF,BUY,6851.0,384.0838,384.2634,BLK33570,0.178,Alternatives,TR024,2025-09-17 10:32:00,2025-09-17 10:34:00
100711,2025-09-17,ACC00383,Family Office,SEC0319,ETF,BUY,17130.0,477.6318,477.7172,BLK33570,0.4508,Alternatives,TR014,2025-09-17 14:34:00,2025-09-17 14:40:00
100712,2025-09-17,ACC00170,Family Office,SEC0260,Equity,BUY,14386.0,106.4198,106.4316,BLK33570,0.3736,Equity,TR018,2025-09-17 10:29:00,2025-09-17 10:35:00
100713,2025-09-17,ACC00337,Institutional,SEC0143,Equity,BUY,2398.0,486.6597,486.7997,BLK33571,0.2235,Alternatives,TR017,2025-09-17 11:15:00,2025-09-17 11:27:00
100714,2025-09-17,ACC00060,HNW,SEC0197,Equity,SELL,,169.1886,169.2157,BLK33571,0.5025,Equity,TR014,2025-09-17 11:31:00,2025-09-17 11:50:00
100715,2025-09-17,ACC00485,Family Office,SEC0392,Derivative,SELL,2700.0,443.0112,443.1176,BLK33571,0.2616,Fixed Income,TR001,2025-09-17 09:22:00,2025-09-17 09:46:00
100716,2025-09-17,ACC00881,Retail-Advisory,SEC0240,Equity,SELL,10920.0,29.8783,29.8582,BLK33572,0.4346,Alternatives,TR016,2025-09-17 12:30:00,2025-09-17 12:56:00
100717,2025-09-17,ACC00714,Family Office,SEC0055,Equity,SELL,13848.0,360.8053,360.6394,BLK33572,0.5488,Multi-Asset,TR013,2025-09-17 10:12:00,2025-09-17 10:18:00
100718,2025-09-17,ACC00581,Retail-Advisory,SEC0150,Equity,SELL,635.0,166.5694,166.4522,BLK33572,0.0263,Multi-Asset,TR005,2025-09-17 14:17:00,2025-09-17 14:38:00
100719,2025-09-17,ACC00603,Retail-Advisory,SEC0328,ETF,SELL,7355.0,316.6386,316.7258,BLK33573,0.2197,Alternatives,TR017,2025-09-17 14:33:00,2025-09-17 14:47:00
100720,2025-09-17,ACC00321,Institutional,SEC0244,Derivative,BUY,17594.0,106.5487,106.5078,BLK33573,0.5967,Equity,TR021,2025-09-17 12:31:00,2025-09-17 12:40:00
100721,2025-09-17,ACC00189,Retail-Advisory,SEC0009,Equity,BUY,9021.0,455.1295,454.9404,BLK33573,0.2675,Multi-Asset,TR014,2025-09-17 13:52:00,2025-09-17 14:18:00
100722,2025-09-17,ACC00809,Retail-Advisory,SEC0096,Equity,SELL,6475.0,317.9513,318.1657,BLK33574,0.2162,Alternatives,TR001,2025-09-17 10:50:00,2025-09-17 11:00:00
100723,2025-09-17,ACC00693,Retail-Advisory,SEC0053,ETF,BUY,7909.0,331.6333,331.8098,BLK33574,0.262,Alternatives,TR004,2025-09-17 09:42:00,2025-09-17 10:02:00
100724,2025-09-17,ACC00717,Family Office,SEC0058,ETF,BUY,15968.0,67.2187,67.1921,BLK33574,0.5229,Equity,TR020,2025-09-17 10:21:00,2025-09-17 10:26:00
100725,2025-09-17,ACC00834,Retail-Advisory,SEC0191,Derivative,SELL,13772.0,48.8276,48.8244,BLK33575,0.4209,Multi-Asset,TR022,2025-09-17 10:26:00,2025-09-17 10:30:00
100726,2025-09-17,ACC00650,Retail-Advisory,SEC0247,Bond,BUY,1544.0,395.6878,395.6644,BLK33575,0.0599,Fixed Income,TR010,2025-09-17 10:22:00,2025-09-17 10:27:00
100727,2025-09-17,ACC00870,Institutional,SEC0372,Equity,SELL,17400.0,485.8717,485.708,BLK33575,0.5344,Fixed Income,TR010,2025-09-17 10:02:00,2025-09-17 10:16:00
100728,2025-09-17,ACC00258,Retail-Advisory,SEC0263,Equity,BUY,19364.0,220.1452,220.0914,BLK33576,0.502,Alternatives,TR009,2025-09-17 12:12:00,2025-09-17 12:25:00
100729,2025-09-17,ACC00216,Institutional,SEC0022,ETF,BUY,12883.0,249.2655,249.2434,BLK33576,0.3265,Multi-Asset,TR022,2025-09-17 09:32:00,2025-09-17 09:50:00
100730,2025-09-17,ACC00627,Institutional,SEC0230,Bond,BUY,6862.0,243.5919,243.5998,BLK33576,0.1744,Fixed Income,TR023,2025-09-17 09:02:00,2025-09-17 09:18:00
100731,2025-09-17,ACC00324,Institutional,SEC0329,Equity,SELL,14197.0,79.2278,79.2171,BLK33577,0.7279,Equity,TR022,2025-09-17 12:28:00,2025-09-17 12:48:00
100732,2025-09-17,ACC00064,HNW,SEC0329,Equity,SELL,3471.0,393.7611,393.93,BLK33577,0.1755,Fixed Income,TR013,2025-09-17 11:17:00,2025-09-17 11:41:00
100733,2025-09-17,ACC00186,Retail-Advisory,SEC0026,Equity,BUY,1676.0,479.179,479.0374,BLK33577,0.0905,Fixed Income,TR023,2025-09-17 12:21:00,2025-09-17 12:39:00
100734,2025-09-17,ACC00206,HNW,SEC0295,ETF,BUY,11033.0,72.9501,72.983,BLK33578,0.2828,Multi-Asset,TR006,2025-09-17 14:15:00,2025-09-17 14:20:00
100735,2025-09-17,ACC00672,Family Office,SEC0206,ETF,BUY,7859.0,166.521,166.5127,BLK33578,0.2171,Alternatives,TR008,2025-09-17 14:31:00,2025-09-17 14:37:00
100736,2025-09-17,ACC00145,Retail-Advisory,SEC0238,Equity,BUY,19192.0,292.1544,292.0471,BLK33578,0.5049,Equity,TR003,2025-09-17 13:45:00,2025-09-17 14:05:00
100737,2025-09-17,ACC00629,Retail-Advisory,SEC0199,ETF,BUY,4201.0,,440.0411,BLK33579,0.1723,Multi-Asset,TR007,2025-09-17 09:06:00,2025-09-17 09:11:00
100738,2025-09-17,ACC00575,Retail-Advisory,SEC0054,Equity,SELL,19853.0,89.1278,89.1457,BLK33579,0.7729,Equity,TR018,2025-09-17 14:49:00,2025-09-17 15:10:00
100739,2025-09-17,ACC00660,HNW,SEC0062,Equity,SELL,1881.0,185.2216,185.2988,BLK33579,0.0737,Alternatives,TR018,2025-09-17 11:51:00,2025-09-17 12:15:00
100740,2025-09-17,ACC00093,HNW,SEC0241,Bond,SELL,12880.0,191.065,191.0179,BLK33580,0.3988,Multi-Asset,TR011,2025-09-17 12:14:00,2025-09-17 12:22:00
100741,2025-09-17,ACC00532,Family Office,SEC0362,Bond,SELL,14650.0,405.3894,405.4305,BLK33580,0.4571,Multi-Asset,TR001,2025-09-17 12:28:00,2025-09-17 12:49:00
100742,2025-09-17,ACC00734,Family Office,SEC0184,Equity,SELL,4334.0,98.3556,98.2951,BLK33580,0.1359,Multi-Asset,TR009,2025-09-17 11:10:00,2025-09-17 11:21:00
100743,2025-09-18,ACC00357,Institutional,SEC0106,Equity,BUY,8548.0,455.0982,455.0852,BLK33581,0.8845,Equity,TR019,2025-09-18 10:45:00,2025-09-18 10:48:00
100744,2025-09-18,ACC00834,HNW,SEC0133,Equity,BUY,530.0,474.0881,474.0607,BLK33581,0.0561,Alternatives,TR018,2025-09-18 09:06:00,2025-09-18 09:25:00
100745,2025-09-18,ACC00326,Retail-Advisory,SEC0385,Bond,BUY,578.0,255.7376,255.755,BLK33581,0.0714,Multi-Asset,TR018,2025-09-18 11:26:00,2025-09-18 11:44:00
100746,2025-09-18,ACC00043,Family Office,SEC0348,Bond,BUY,11714.0,305.5061,305.5615,BLK33582,0.7413,Multi-Asset,TR013,2025-09-18 13:41:00,2025-09-18 14:03:00
100747,2025-09-18,ACC00515,Retail-Advisory,SEC0312,Equity,SELL,491.0,38.9732,38.9892,BLK33582,0.0253,Fixed Income,TR006,2025-09-18 14:09:00,2025-09-18 14:14:00
100748,2025-09-18,ACC00553,Family Office,SEC0203,Equity,SELL,3530.0,64.3361,64.3451,BLK33582,0.2271,Multi-Asset,TR024,2025-09-18 13:02:00,2025-09-18 13:23:00
100749,2025-09-18,ACC00425,Family Office,SEC0213,Equity,BUY,5434.0,473.7394,473.8078,BLK33583,0.2326,Fixed Income,TR008,2025-09-18 10:57:00,2025-09-18 11:22:00
100750,2025-09-18,ACC00022,HNW,SEC0120,Equity,SELL,242.0,443.345,443.2629,BLK33583,0.01,Fixed Income,TR023,2025-09-18 12:13:00,2025-09-18 12:37:00
100751,2025-09-18,ACC00843,Institutional,SEC0015,ETF,BUY,17878.0,457.535,457.8779,BLK33583,0.7655,Multi-Asset,TR022,2025-09-18 09:25:00,2025-09-18 09:52:00
100752,2025-09-18,ACC00483,Retail-Advisory,SEC0361,ETF,BUY,19535.0,328.5907,328.564,BLK33584,0.5355,Multi-Asset,TR024,2025-09-18 10:21:00,2025-09-18 14:06:00
100753,2025-09-18,ACC00024,HNW,SEC0059,Equity,SELL,7402.0,136.7149,136.6836,BLK33584,0.213,Multi-Asset,TR010,2025-09-18 14:46:00,2025-09-18 15:13:00
100754,2025-09-18,ACC00598,Family Office,SEC0120,Bond,BUY,,191.7074,191.8525,BLK33584,0.2541,Multi-Asset,TR022,2025-09-18 09:47:00,2025-09-18 10:13:00
100755,2025-09-18,ACC00620,Retail-Advisory,SEC0311,Equity,BUY,12039.0,499.0495,499.095,BLK33585,0.2692,Multi-Asset,TR024,2025-09-18 11:33:00,2025-09-18 11:35:00
100756,2025-09-18,ACC00306,HNW,SEC0118,Equity,SELL,17941.0,386.5689,386.4927,BLK33585,0.3806,Equity,TR020,2025-09-18 11:24:00,2025-09-18 11:48:00
100757,2025-09-18,ACC00151,Retail-Advisory,SEC0379,ETF,SELL,16906.0,166.8159,166.7439,BLK33585,0.3612,Multi-Asset,TR002,2025-09-18 13:08:00,2025-09-18 13:18:00
100758,2025-09-18,ACC00628,Family Office,SEC0199,Equity,BUY,16782.0,259.3702,259.3483,BLK33586,0.4387,Multi-Asset,TR001,2025-09-18 12:34:00,2025-09-18 12:54:00
100759,2025-09-18,ACC00422,Family Office,SEC0026,Bond,BUY,7521.0,25.1666,25.1518,BLK33586,0.1925,Alternatives,TR007,2025-09-18 12:41:00,2025-09-18 12:45:00
100760,2025-09-18,ACC00182,Institutional,SEC0317,Equity,SELL,14035.0,411.7667,411.6934,BLK33586,0.3672,Fixed Income,TR019,2025-09-18 14:02:00,2025-09-18 14:09:00
100761,2025-09-18,ACC00719,Family Office,SEC0308,Equity,BUY,11065.0,217.1823,217.1271,BLK33587,0.2734,Alternatives,TR011,2025-09-18 13:55:00,2025-09-18 14:12:00
100762,2025-09-18,ACC00243,Institutional,SEC0106,Bond,SELL,10282.0,496.1125,496.0454,BLK33587,0.2541,Fixed Income,TR013,2025-09-18 12:23:00,2025-09-18 12:26:00
100763,2025-09-18,ACC00669,Family Office,SEC0199,ETF,SELL,19460.0,498.7914,498.4906,BLK33587,0.4821,Multi-Asset,TR021,2025-09-18 12:50:00,2025-09-18 13:10:00
100764,2025-09-18,ACC00279,Retail-Advisory,SEC0127,Equity,BUY,7435.0,25.5438,25.5414,BLK33588,0.2338,Fixed Income,TR015,2025-09-18 14:13:00,2025-09-18 14:22:00
100765,2025-09-18,ACC00176,Family Office,SEC0073,Equity,BUY,11595.0,88.4559,88.4219,BLK33588,0.3575,Multi-Asset,TR013,2025-09-18 14:37:00,2025-09-18 14:59:00
100766,2025-09-18,ACC00024,Institutional,SEC0216,Equity,BUY,13356.0,223.0158,223.0626,BLK33588,0.4033,Multi-Asset,TR002,2025-09-18 10:13:00,2025-09-18 10:34:00
100767,2025-09-18,ACC00811,Family Office,SEC0048,ETF,BUY,8812.0,106.1169,106.099,BLK33589,0.4331,Equity,TR010,2025-09-18 12:23:00,2025-09-18 12:49:00
100768,2025-09-18,ACC00498,Institutional,SEC0295,Bond,BUY,3125.0,330.7339,330.9183,BLK33589,0.1432,Fixed Income,TR010,2025-09-18 12:14:00,2025-09-18 12:29:00
100769,2025-09-18,ACC00004,Institutional,SEC0217,Equity,BUY,8866.0,258.845,258.767,BLK33589,0.4281,Equity,TR014,2025-09-18 12:53:00,2025-09-18 13:13:00
100770,2025-09-18,ACC00525,Retail-Advisory,SEC0049,Equity,SELL,16255.0,429.771,429.8556,BLK33590,0.3833,Alternatives,TR022,2025-09-18 12:50:00,2025-09-18 12:53:00
100771,2025-09-18,ACC00753,HNW,SEC0291,Equity,BUY,11352.0,182.2059,182.2069,BLK33590,0.2708,Multi-Asset,TR001,2025-09-18 13:16:00,2025-09-18 13:25:00
