case_id,client_id,client_risk_rating,last_review_date,next_due_date,review_completed_date,status,documents_complete,is_open,days_late
700279,CLI00178,Low,2024-10-31,2025-10-31,2025-10-28,Completed-OnTime,True,False,0.0
700280,CLI02105,Low,2024-10-31,2025-11-02,2025-10-30,Completed-OnTime,True,False,0.0
700281,CLI00146,Low,2024-10-31,2025-11-03,2025-11-03,Completed-OnTime,True,False,0.0
700282,CLI03721,Low,2024-10-31,2025-11-02,2025-11-02,Completed-OnTime,True,False,0.0
700283,CLI00406,Low,2024-10-31,2025-11-04,2025-11-04,Completed-OnTime,True,False,0.0
700284,CLI02390,Low,2024-10-31,2025-10-31,2025-10-29,Completed-OnTime,True,False,0.0
700285,CLI03208,Low,2024-10-31,2025-11-01,2025-11-01,Completed-OnTime,True,False,0.0
700286,CLI02814,High,2024-10-31,2025-11-03,,Open,True,True,
700287,CLI03936,Medium,2024-10-31,2025-11-03,2025-11-03,Completed-OnTime,True,False,0.0
700288,CLI03455,Medium,2024-10-31,2025-11-03,2025-10-30,Completed-OnTime,True,False,0.0
700289,CLI03239,Medium,2024-10-31,2025-10-31,2025-10-31,Completed-OnTime,True,False,0.0
700290,CLI00453,Medium,2024-10-31,2025-11-03,2025-10-30,Completed-OnTime,True,False,0.0
700291,CLI01414,Low,2024-10-31,2025-11-02,2025-10-29,Completed-OnTime,True,False,0.0
700292,CLI01267,High,2024-10-31,2025-11-02,2025-10-30,Completed-OnTime,True,False,0.0
700293,CLI01392,Low,2024-10-31,2025-10-31,2025-10-30,Completed-OnTime,True,False,0.0
700294,CLI02909,Low,2024-10-31,2025-11-03,2025-11-01,Completed-OnTime,True,False,0.0
700295,CLI00968,Low,2024-10-31,2025-10-31,2025-10-29,Completed-OnTime,True,False,0.0
700296,CLI03398,Low,2024-10-31,2025-11-01,2025-11-01,Completed-OnTime,True,False,0.0
700297,CLI02920,Low,2024-10-31,2025-11-01,2025-10-28,Completed-OnTime,True,False,0.0
700298,CLI03505,Medium,2024-10-31,2025-11-01,2025-11-01,Completed-OnTime,True,False,0.0
700299,CLI00118,Low,2024-10-31,2025-11-02,2025-10-29,Completed-OnTime,True,False,0.0
700300,CLI02702,Medium,2024-10-31,2025-11-01,2025-10-31,Completed-OnTime,True,False,0.0
700301,CLI01576,Low,2024-11-30,2025-12-02,2025-11-27,Completed-OnTime,True,False,0.0
700302,CLI02846,Medium,2024-11-30,2025-12-03,2025-11-28,Completed-OnTime,True,False,0.0
700303,CLI01864,Medium,2024-11-30,2025-12-01,2025-11-29,Completed-OnTime,True,False,0.0
700304,CLI00350,Medium,2024-11-30,2025-12-02,2025-12-01,Completed-OnTime,False,False,0.0
700305,CLI03762,Low,2024-11-30,2025-12-04,2025-11-29,Completed-OnTime,True,False,0.0
700306,CLI03613,High,2024-11-30,2025-12-01,2025-11-27,Completed-OnTime,True,False,0.0
700307,CLI01858,High,2024-11-30,2025-11-30,2025-11-30,Completed-OnTime,True,False,0.0
700308,CLI00575,Medium,2024-11-30,2025-12-04,2025-11-30,Completed-OnTime,True,False,0.0
700309,CLI03366,Low,2024-11-30,2025-12-01,2025-12-01,Completed-OnTime,True,False,0.0
700310,CLI00377,Low,2024-11-30,2025-12-03,2025-11-29,Completed-OnTime,True,False,0.0
700311,CLI01391,Low,2024-11-30,2025-12-01,2025-11-27,Completed-OnTime,True,False,0.0
700312,CLI02155,Low,2024-11-30,2025-12-04,2025-12-01,Completed-OnTime,True,False,0.0
700313,CLI00186,Medium,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700314,CLI00877,Low,2024-11-30,2025-11-30,2025-11-26,Completed-OnTime,True,False,0.0
700315,CLI00028,Medium,2024-11-30,2025-12-01,,Open,False,True,
700316,CLI01218,Medium,2024-11-30,2025-12-04,2025-12-03,Completed-OnTime,True,False,0.0
700317,CLI00234,Low,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700318,CLI03605,Low,2024-11-30,2025-12-02,2025-11-30,Completed-OnTime,True,False,0.0
700319,CLI02654,Low,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700320,CLI00763,Medium,2024-11-30,2025-12-02,2025-11-30,Completed-OnTime,True,False,0.0
700321,CLI02949,Medium,2024-11-30,2025-12-02,2025-11-28,Completed-OnTime,True,False,0.0
700322,CLI00026,Medium,2024-11-30,2025-12-04,2025-12-01,Completed-OnTime,True,False,0.0
700323,CLI00200,Low,2024-11-30,2025-12-04,2025-11-30,Completed-OnTime,True,False,0.0
700324,CLI03974,Low,2024-11-30,2025-11-30,2025-11-29,Completed-OnTime,True,False,0.0
700325,CLI00983,Low,2024-11-30,2025-12-02,2025-11-27,Completed-OnTime,True,False,0.0
700326,CLI01210,High,2024-11-30,2025-12-01,2026-01-12,Completed-Late,True,False,42.0
700327,CLI02437,High,2024-11-30,2025-12-01,2025-12-01,Completed-OnTime,True,False,0.0
700328,CLI00961,Low,2024-11-30,2025-12-03,2025-12-01,Completed-OnTime,True,False,0.0
700329,CLI03836,Medium,2024-11-30,2025-12-03,2025-12-02,Completed-OnTime,True,False,0.0
700330,CLI01878,Low,2024-11-30,2025-12-01,2025-11-30,Completed-OnTime,True,False,0.0
700331,CLI00022,Medium,2024-11-30,2025-12-03,2025-12-01,Completed-OnTime,True,False,0.0
700332,CLI03877,Low,2024-11-30,2025-12-03,2025-12-01,Completed-OnTime,False,False,0.0
700333,CLI02255,Low,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700334,CLI01509,High,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700335,CLI01598,Medium,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700336,CLI01971,High,2024-11-30,2025-12-03,2025-12-02,Completed-OnTime,False,False,0.0
700337,CLI00302,High,2024-11-30,2025-12-03,2025-12-01,Completed-OnTime,True,False,0.0
700338,CLI03236,Low,2024-11-30,2025-12-03,2025-12-02,Completed-OnTime,True,False,0.0
700339,CLI03462,Medium,2024-11-30,2025-12-03,2025-11-29,Completed-OnTime,True,False,0.0
700340,CLI00684,Low,2024-11-30,2025-12-04,2025-11-30,Completed-OnTime,True,False,0.0
700341,CLI02312,Low,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700342,CLI03331,Low,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700343,CLI01231,Low,2024-11-30,2025-11-30,2025-11-29,Completed-OnTime,True,False,0.0
700344,CLI01950,Low,2024-11-30,2025-11-30,2025-11-28,Completed-OnTime,True,False,0.0
700345,CLI00397,Low,2024-11-30,2025-11-30,2025-11-28,Completed-OnTime,True,False,0.0
700346,CLI01219,Low,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700347,CLI00032,Medium,2024-11-30,2025-11-30,2025-11-25,Completed-OnTime,True,False,0.0
700348,CLI03063,Low,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700349,CLI02397,Medium,2024-11-30,2025-12-02,2025-12-01,Completed-OnTime,True,False,0.0
700350,CLI03641,Medium,2024-11-30,2025-12-02,2025-11-28,Completed-OnTime,True,False,0.0
700351,CLI01069,Low,2024-11-30,2025-12-03,2025-12-01,Completed-OnTime,True,False,0.0
700352,CLI00460,Low,2024-11-30,2025-11-30,2025-11-25,Completed-OnTime,True,False,0.0
700353,CLI02803,High,2024-11-30,2025-12-02,2025-11-30,Completed-OnTime,True,False,0.0
700354,CLI01365,Low,2024-11-30,2025-11-30,2025-11-26,Completed-OnTime,True,False,0.0
700355,CLI00993,Low,2024-11-30,2025-12-01,2025-12-01,Completed-OnTime,True,False,0.0
700356,CLI00760,Low,2024-11-30,2025-12-04,2025-12-04,Completed-OnTime,True,False,0.0
700357,CLI03887,Low,2024-11-30,2025-12-04,2025-12-01,Completed-OnTime,True,False,0.0
700358,CLI02876,Low,2024-11-30,2025-12-04,2025-12-01,Completed-OnTime,True,False,0.0
700359,CLI02734,Low,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700360,CLI00644,Medium,2024-11-30,2025-12-01,2025-11-28,Completed-OnTime,True,False,0.0
700361,CLI02941,Low,2024-11-30,2025-11-30,2025-12-28,Completed-Late,True,False,28.0
700362,CLI00422,Low,2024-11-30,2025-12-04,2025-12-04,Completed-OnTime,True,False,0.0
700363,CLI00247,Medium,2024-11-30,2025-12-04,2025-12-03,Completed-OnTime,True,False,0.0
700364,CLI00748,High,2024-11-30,2025-11-30,2025-11-25,Completed-OnTime,True,False,0.0
700365,CLI03838,Medium,2024-11-30,2025-12-02,2025-11-29,Completed-OnTime,True,False,0.0
700366,CLI00293,Low,2024-11-30,2025-12-04,2025-12-02,Completed-OnTime,True,False,0.0
700367,CLI00761,Low,2024-11-30,2025-12-02,2025-11-28,Completed-OnTime,True,False,0.0
700368,CLI02520,Low,2024-11-30,2025-12-01,2025-11-28,Completed-OnTime,True,False,0.0
700369,CLI03552,Low,2024-11-30,2025-11-30,2025-11-25,Completed-OnTime,True,False,0.0
700370,CLI01058,Medium,2024-11-30,2025-12-02,2025-12-01,Completed-OnTime,True,False,0.0
700371,CLI02729,High,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700372,CLI02656,Medium,2024-11-30,2025-11-30,2025-11-25,Completed-OnTime,True,False,0.0
700373,CLI00468,Medium,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700374,CLI00131,Low,2024-11-30,2025-12-03,2025-11-29,Completed-OnTime,True,False,0.0
700375,CLI02905,Medium,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700376,CLI03881,Low,2024-11-30,2025-11-30,2025-11-30,Completed-OnTime,True,False,0.0
700377,CLI02214,High,2024-11-30,2025-11-30,2025-11-28,Completed-OnTime,True,False,0.0
700378,CLI01694,Low,2024-11-30,2025-12-03,2025-11-29,Completed-OnTime,True,False,0.0
700379,CLI03527,Low,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,False,False,0.0
700380,CLI02341,Medium,2024-11-30,2025-12-03,2025-12-02,Completed-OnTime,True,False,0.0
700381,CLI00745,Low,2024-11-30,2025-12-02,2025-12-01,Completed-OnTime,True,False,0.0
700382,CLI03148,Low,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700383,CLI00379,High,2024-11-30,2025-12-03,2025-12-03,Completed-OnTime,True,False,0.0
700384,CLI00210,High,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700385,CLI02169,Low,2024-11-30,2025-12-04,2025-12-02,Completed-OnTime,True,False,0.0
700386,CLI00691,Medium,2024-11-30,2025-12-04,2025-11-29,Completed-OnTime,True,False,0.0
700387,CLI03087,High,2024-11-30,2025-12-01,2025-11-29,Completed-OnTime,True,False,0.0
700388,CLI00394,Medium,2024-11-30,2025-12-04,2025-12-03,Completed-OnTime,True,False,0.0
700389,CLI03961,Low,2024-11-30,2025-12-03,2025-12-01,Completed-OnTime,True,False,0.0
700390,CLI02059,Low,2024-11-30,2025-12-01,2025-12-01,Completed-OnTime,True,False,0.0
700391,CLI01089,Low,2024-11-30,2025-12-01,2025-12-01,Completed-OnTime,True,False,0.0
700392,CLI03967,Low,2024-11-30,2025-12-03,2025-12-01,Completed-OnTime,True,False,0.0
700393,CLI00391,High,2024-11-30,2025-12-04,2025-11-29,Completed-OnTime,True,False,0.0
700394,CLI02377,Low,2024-11-30,2025-12-01,2025-11-29,Completed-OnTime,True,False,0.0
700395,CLI02751,Medium,2024-11-30,2025-11-30,2025-11-29,Completed-OnTime,True,False,0.0
700396,CLI00108,Low,2024-11-30,2025-11-30,2025-11-28,Completed-OnTime,True,False,0.0
700397,CLI02951,Low,2024-11-30,2025-11-30,2025-11-25,Completed-OnTime,True,False,0.0
700398,CLI02243,Low,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700399,CLI02776,Low,2024-11-30,2025-12-04,2025-11-29,Completed-OnTime,True,False,0.0
700400,CLI02963,Low,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700401,CLI03663,Low,2024-11-30,2025-12-02,2025-11-29,Completed-OnTime,True,False,0.0
700402,CLI03367,Medium,2024-11-30,2025-12-01,2025-12-01,Completed-OnTime,True,False,0.0
700403,CLI02956,Medium,2024-11-30,2025-11-30,2025-11-26,Completed-OnTime,True,False,0.0
700404,CLI01494,High,2024-11-30,2025-11-30,2025-11-30,Completed-OnTime,True,False,0.0
700405,CLI01057,Low,2024-11-30,2025-12-03,2025-11-29,Completed-OnTime,True,False,0.0
700406,CLI02990,Medium,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700407,CLI01444,Low,2024-11-30,2025-12-03,2025-12-03,Completed-OnTime,True,False,0.0
700408,CLI01095,Medium,2024-11-30,2025-12-03,2025-11-29,Completed-OnTime,True,False,0.0
700409,CLI00377,Low,2024-11-30,2025-12-02,2025-11-29,Completed-OnTime,True,False,0.0
700410,CLI02395,Medium,2024-11-30,2025-12-03,2025-11-29,Completed-OnTime,True,False,0.0
700411,CLI01109,High,2024-11-30,2025-12-03,2025-12-03,Completed-OnTime,True,False,0.0
700412,CLI03763,Low,2024-11-30,2025-12-02,2025-11-30,Completed-OnTime,True,False,0.0
700413,CLI01852,Low,2024-11-30,2025-12-02,2025-11-29,Completed-OnTime,True,False,0.0
700414,CLI01283,Low,2024-11-30,2025-12-04,2025-12-01,Completed-OnTime,True,False,0.0
700415,CLI02736,Low,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700416,CLI00195,Low,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700417,CLI03565,High,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700418,CLI01208,High,2024-11-30,2025-12-04,2025-11-29,Completed-OnTime,True,False,0.0
700419,CLI01283,Low,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700420,CLI00721,Low,2024-11-30,2025-12-04,2025-12-01,Completed-OnTime,True,False,0.0
700421,CLI01135,Medium,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700422,CLI00890,High,2024-11-30,2025-12-01,2025-11-26,Completed-OnTime,True,False,0.0
700423,CLI01617,Medium,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700424,CLI01867,Low,2024-11-30,2025-12-01,2025-11-28,Completed-OnTime,False,False,0.0
700425,CLI02580,Medium,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700426,CLI03559,High,2024-11-30,2025-12-01,2025-11-28,Completed-OnTime,True,False,0.0
700427,CLI01982,Low,2024-11-30,2025-12-04,2025-12-03,Completed-OnTime,True,False,0.0
700428,CLI03106,Low,2024-11-30,2025-12-04,2025-12-04,Completed-OnTime,True,False,0.0
700429,CLI02265,Medium,2024-11-30,2025-12-03,2025-11-28,Completed-OnTime,True,False,0.0
700430,CLI01840,Low,2024-11-30,2025-12-02,2025-12-01,Completed-OnTime,True,False,0.0
700431,CLI00678,Low,2024-11-30,2025-12-03,2025-11-30,Completed-OnTime,True,False,0.0
700432,CLI02599,Low,2024-11-30,2025-12-02,2025-11-27,Completed-OnTime,True,False,0.0
700433,CLI02234,Medium,2024-11-30,2025-12-03,2025-12-01,Completed-OnTime,True,False,0.0
700434,CLI01105,Medium,2024-11-30,2025-12-04,2025-11-30,Completed-OnTime,True,False,0.0
700435,CLI03431,Medium,2024-11-30,2025-12-04,2025-11-30,Completed-OnTime,True,False,0.0
700436,CLI01833,Low,2024-11-30,2025-12-04,2025-12-02,Completed-OnTime,True,False,0.0
700437,CLI01207,High,2024-11-30,2025-12-02,2025-11-29,Completed-OnTime,True,False,0.0
700438,CLI01294,Low,2024-11-30,2025-12-01,2025-11-28,Completed-OnTime,True,False,0.0
700439,CLI00031,Low,2024-11-30,2025-12-01,2025-12-01,Completed-OnTime,True,False,0.0
700440,CLI02577,Low,2024-11-30,2025-11-30,2025-11-29,Completed-OnTime,True,False,0.0
700441,CLI00256,Low,2024-11-30,2025-12-02,2025-11-27,Completed-OnTime,True,False,0.0
700442,CLI01747,High,2024-11-30,2025-12-02,2025-11-30,Completed-OnTime,True,False,0.0
700443,CLI01463,Low,2024-11-30,2025-12-01,2025-11-26,Completed-OnTime,True,False,0.0
700444,CLI03025,Medium,2024-11-30,2025-12-02,2025-11-30,Completed-OnTime,True,False,0.0
700445,CLI02804,Low,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700446,CLI02467,Medium,2024-11-30,2025-11-30,2025-11-27,Completed-OnTime,True,False,0.0
700447,CLI01759,Low,2024-11-30,2025-12-03,2025-12-03,Completed-OnTime,True,False,0.0
700448,CLI00228,Low,2024-11-30,2025-12-04,2025-11-30,Completed-OnTime,True,False,0.0
700449,CLI01885,Medium,2024-11-30,2025-12-02,2025-12-02,Completed-OnTime,True,False,0.0
700450,CLI03188,High,2024-11-30,2025-12-01,2025-11-30,Completed-OnTime,True,False,0.0
700451,CLI03766,Low,2024-12-31,2026-01-03,2026-01-02,Completed-OnTime,True,False,0.0
700452,CLI01064,High,2024-12-31,2026-01-01,2026-01-01,Completed-OnTime,True,False,0.0
700453,CLI02597,Medium,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700454,CLI00892,Medium,2024-12-31,2026-01-01,2025-12-29,Completed-OnTime,True,False,0.0
700455,CLI00570,Low,2024-12-31,2026-01-01,2025-12-31,Completed-OnTime,True,False,0.0
700456,CLI02648,Low,2024-12-31,2026-01-02,2025-12-31,Completed-OnTime,True,False,0.0
700457,CLI02141,Low,2024-12-31,2026-01-03,2026-01-02,Completed-OnTime,True,False,0.0
700458,CLI03779,Low,2024-12-31,2025-12-31,2025-12-28,Completed-OnTime,True,False,0.0
700459,CLI03064,Low,2024-12-31,2026-01-02,2025-12-30,Completed-OnTime,True,False,0.0
700460,CLI03439,Low,2024-12-31,2026-01-03,2026-01-03,Completed-OnTime,True,False,0.0
700461,CLI00518,Low,2024-12-31,2026-01-01,2026-01-01,Completed-OnTime,True,False,0.0
700462,CLI01699,Medium,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700463,CLI02495,Low,2024-12-31,2026-01-03,2026-01-02,Completed-OnTime,True,False,0.0
700464,CLI03775,Low,2024-12-31,2026-01-03,2026-01-02,Completed-OnTime,True,False,0.0
700465,CLI02587,Medium,2024-12-31,2026-01-01,2025-12-27,Completed-OnTime,True,False,0.0
700466,CLI03388,Medium,2024-12-31,2026-01-03,2025-12-31,Completed-OnTime,True,False,0.0
700467,CLI01375,High,2024-12-31,2026-01-04,2026-01-01,Completed-OnTime,True,False,0.0
700468,CLI01839,Medium,2024-12-31,2026-01-03,2025-12-31,Completed-OnTime,True,False,0.0
700469,CLI02373,Low,2024-12-31,2025-12-31,2025-12-30,Completed-OnTime,True,False,0.0
700470,CLI03672,Low,2024-12-31,2026-01-03,2026-01-01,Completed-OnTime,True,False,0.0
700471,CLI03852,Medium,2024-12-31,2026-01-01,2026-01-01,Completed-OnTime,True,False,0.0
700472,CLI02609,Low,2024-12-31,2026-01-02,2026-01-02,Completed-OnTime,True,False,0.0
700473,CLI02021,Low,2024-12-31,2026-01-03,2026-01-01,Completed-OnTime,True,False,0.0
700474,CLI03683,Medium,2024-12-31,2025-12-31,2025-12-31,Completed-OnTime,True,False,0.0
700475,CLI03674,High,2024-12-31,2026-01-04,2026-01-01,Completed-OnTime,True,False,0.0
700476,CLI02960,Medium,2024-12-31,2025-12-31,2025-12-26,Completed-OnTime,True,False,0.0
700477,CLI02267,Low,2024-12-31,2026-01-02,2026-01-02,Completed-OnTime,True,False,0.0
700478,CLI00503,Medium,2024-12-31,2025-12-31,2025-12-27,Completed-OnTime,True,False,0.0
700479,CLI03233,Medium,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700480,CLI03678,High,2024-12-31,2026-01-02,2025-12-29,Completed-OnTime,True,False,0.0
700481,CLI01296,Low,2024-12-31,2025-12-31,2025-12-29,Completed-OnTime,True,False,0.0
700482,CLI00331,Medium,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700483,CLI00716,High,2024-12-31,2026-01-03,2026-01-03,Completed-OnTime,True,False,0.0
700484,CLI01422,Low,2024-12-31,2026-01-04,2026-01-03,Completed-OnTime,True,False,0.0
700485,CLI01759,Medium,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700486,CLI01054,Low,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700487,CLI02967,Low,2024-12-31,2025-12-31,2025-12-27,Completed-OnTime,True,False,0.0
700488,CLI00951,Medium,2024-12-31,2026-01-01,2025-12-27,Completed-OnTime,True,False,0.0
700489,CLI02388,Low,2024-12-31,2026-01-03,2026-01-02,Completed-OnTime,True,False,0.0
700490,CLI03978,Low,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700491,CLI02372,Medium,2024-12-31,2025-12-31,2025-12-27,Completed-OnTime,True,False,0.0
700492,CLI02888,Low,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700493,CLI03282,Medium,2024-12-31,2026-01-01,2025-12-29,Completed-OnTime,True,False,0.0
700494,CLI01893,Low,2024-12-31,2026-01-02,2026-01-11,Completed-Late,True,False,9.0
700495,CLI00719,Medium,2024-12-31,2026-01-02,2025-12-31,Completed-OnTime,False,False,0.0
700496,CLI00044,Low,2024-12-31,2026-01-04,2026-01-03,Completed-OnTime,True,False,0.0
700497,CLI00728,Medium,2024-12-31,2025-12-31,2025-12-26,Completed-OnTime,True,False,0.0
700498,CLI02157,Low,2024-12-31,2026-01-04,2026-01-04,Completed-OnTime,False,False,0.0
700499,CLI02253,Medium,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700500,CLI01386,Medium,2024-12-31,2026-01-02,2025-12-28,Completed-OnTime,True,False,0.0
700501,CLI00063,Medium,2024-12-31,2025-12-31,2025-12-26,Completed-OnTime,True,False,0.0
700502,CLI02647,Low,2024-12-31,2025-12-31,2025-12-28,Completed-OnTime,True,False,0.0
700503,CLI01702,Medium,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700504,CLI02838,Low,2024-12-31,2025-12-31,2025-12-30,Completed-OnTime,True,False,0.0
700505,CLI00679,Medium,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,False,False,0.0
700506,CLI01602,Low,2024-12-31,2025-12-31,2025-12-28,Completed-OnTime,True,False,0.0
700507,CLI03403,Medium,2024-12-31,2026-01-01,2025-12-27,Completed-OnTime,True,False,0.0
700508,CLI01732,Medium,2024-12-31,2026-01-04,,Open,True,True,
700509,CLI00762,High,2024-12-31,2026-01-04,2026-01-04,Completed-OnTime,True,False,0.0
700510,CLI03277,Medium,2024-12-31,2026-01-02,2025-12-30,Completed-OnTime,True,False,0.0
700511,CLI00562,Low,2024-12-31,2025-12-31,2025-12-27,Completed-OnTime,True,False,0.0
700512,CLI01505,High,2024-12-31,2026-01-01,2025-12-31,Completed-OnTime,True,False,0.0
700513,CLI00033,Medium,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700514,CLI01812,Medium,2024-12-31,2026-01-04,2025-12-30,Completed-OnTime,True,False,0.0
700515,CLI00764,Low,2024-12-31,2026-01-01,2025-12-30,Completed-OnTime,True,False,0.0
700516,CLI02031,Low,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700517,CLI01874,Medium,2024-12-31,2026-01-02,2025-12-30,Completed-OnTime,True,False,0.0
700518,CLI01164,Medium,2024-12-31,2026-01-04,2026-01-01,Completed-OnTime,True,False,0.0
700519,CLI02860,Low,2024-12-31,2026-01-04,2026-01-04,Completed-OnTime,True,False,0.0
700520,CLI00936,Low,2024-12-31,2026-01-03,2025-12-29,Completed-OnTime,True,False,0.0
700521,CLI03787,Low,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700522,CLI01177,Low,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700523,CLI01852,Medium,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700524,CLI01265,Medium,2024-12-31,2026-01-02,2025-12-28,Completed-OnTime,True,False,0.0
700525,CLI02666,Medium,2024-12-31,2026-01-01,2026-01-01,Completed-OnTime,True,False,0.0
700526,CLI02939,Low,2024-12-31,2026-01-01,2025-12-30,Completed-OnTime,True,False,0.0
700527,CLI03742,High,2024-12-31,2026-01-01,2025-12-27,Completed-OnTime,True,False,0.0
700528,CLI01700,Medium,2024-12-31,2026-01-01,2025-12-28,Completed-OnTime,True,False,0.0
700529,CLI01495,Medium,2024-12-31,2026-01-03,2026-01-02,Completed-OnTime,True,False,0.0
700530,CLI01755,Low,2024-12-31,2026-01-04,2026-01-02,Completed-OnTime,False,False,0.0
700531,CLI03183,Medium,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700532,CLI03621,Low,2024-12-31,2025-12-31,2025-12-30,Completed-OnTime,True,False,0.0
700533,CLI02248,Low,2024-12-31,2026-01-01,2025-12-31,Completed-OnTime,True,False,0.0
700534,CLI01604,Low,2024-12-31,2026-01-02,2025-12-30,Completed-OnTime,False,False,0.0
700535,CLI03511,Low,2024-12-31,2026-01-01,2025-12-29,Completed-OnTime,True,False,0.0
700536,CLI01371,Medium,2024-12-31,2025-12-31,2025-12-31,Completed-OnTime,False,False,0.0
700537,CLI00713,Low,2024-12-31,2025-12-31,2025-12-27,Completed-OnTime,True,False,0.0
700538,CLI01701,High,2024-12-31,2025-12-31,2025-12-28,Completed-OnTime,True,False,0.0
700539,CLI02824,Low,2024-12-31,2026-01-01,2026-01-01,Completed-OnTime,True,False,0.0
700540,CLI01937,Medium,2024-12-31,2025-12-31,2025-12-29,Completed-OnTime,True,False,0.0
700541,CLI01080,Medium,2024-12-31,2026-01-03,2025-12-31,Completed-OnTime,True,False,0.0
700542,CLI03650,Medium,2024-12-31,2025-12-31,2025-12-31,Completed-OnTime,False,False,0.0
700543,CLI02492,Medium,2024-12-31,2026-01-03,2026-01-01,Completed-OnTime,True,False,0.0
700544,CLI03826,High,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700545,CLI00903,Medium,2024-12-31,2025-12-31,2025-12-27,Completed-OnTime,True,False,0.0
700546,CLI00407,High,2024-12-31,2026-01-04,2025-12-30,Completed-OnTime,True,False,0.0
700547,CLI01625,Medium,2024-12-31,2026-01-03,2026-01-03,Completed-OnTime,True,False,0.0
700548,CLI02901,Low,2024-12-31,2026-01-02,2026-01-01,Completed-OnTime,True,False,0.0
700549,CLI01720,Medium,2024-12-31,2026-01-01,2025-12-30,Completed-OnTime,True,False,0.0
700550,CLI00274,Low,2024-12-31,2026-01-01,2026-01-12,Completed-Late,True,False,11.0
700551,CLI02495,Low,2024-12-31,2026-01-03,2026-01-03,Completed-OnTime,True,False,0.0
700552,CLI02440,Medium,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700553,CLI00582,High,2024-12-31,2026-01-01,2026-01-01,Completed-OnTime,True,False,0.0
700554,CLI03253,Low,2024-12-31,2026-01-03,2025-12-30,Completed-OnTime,True,False,0.0
700555,CLI00611,Medium,2024-12-31,2026-01-01,2025-12-27,Completed-OnTime,True,False,0.0
700556,CLI00868,Medium,2024-12-31,2026-01-03,2026-01-02,Completed-OnTime,True,False,0.0
