trade_id,trade_date,account_id,client_segment,security_id,asset_class,side,quantity,execution_price,benchmark_price,order_block_id,allocation_pct,desk,trader_id,execution_timestamp,allocation_timestamp,dq_flag_null_required_field,dq_flag_out_of_range,allocation_lag_minutes,price_dev_bps
104652,2025-12-25,ACC00859,Institutional,SEC0219,ETF,SELL,15299.0,239.1509,239.2583,BLK34884,0.347,Fixed Income,TR009,2025-12-25 14:24:00,2025-12-25 14:50:00,False,False,26.0,-4.488872486345684
104653,2025-12-25,ACC00371,Institutional,SEC0182,Equity,BUY,13251.0,26.544,26.5446,BLK34884,0.3154,Multi-Asset,TR019,2025-12-25 14:53:00,2025-12-25 15:05:00,False,False,12.0,-0.2260346737184217
104654,2025-12-25,ACC00044,Retail-Advisory,SEC0192,ETF,BUY,14959.0,172.998,173.0933,BLK34884,0.3465,Alternatives,TR001,2025-12-25 09:30:00,2025-12-25 09:46:00,False,False,16.0,-5.505701260534568
104655,2025-12-25,ACC00301,Family Office,SEC0153,Derivative,SELL,7718.0,283.8382,284.0928,BLK34885,0.3977,Alternatives,TR024,2025-12-25 13:03:00,2025-12-25 13:16:00,False,False,13.0,-8.961860349858885
104656,2025-12-25,ACC00460,Family Office,SEC0085,Equity,SELL,4398.0,366.7678,366.7391,BLK34885,0.231,Fixed Income,TR011,2025-12-25 09:03:00,2025-12-25 09:22:00,False,False,19.0,0.7825726790520788
104657,2025-12-25,ACC00181,HNW,SEC0020,ETF,BUY,6888.0,146.6347,146.6989,BLK34885,0.3616,Equity,TR001,2025-12-25 14:47:00,2025-12-25 14:59:00,False,False,12.0,-4.376310933483454
104658,2025-12-25,ACC00386,Institutional,SEC0311,ETF,BUY,11076.0,234.6626,234.5732,BLK34886,0.3098,Fixed Income,TR017,2025-12-25 11:32:00,2025-12-25 11:40:00,False,False,8.0,3.811177065410008
104659,2025-12-25,ACC00861,HNW,SEC0125,Equity,SELL,12952.0,455.7522,454.3951,BLK34886,0.3732,Equity,TR014,2025-12-25 12:11:00,2025-12-25 12:18:00,False,False,7.0,29.866079101645298
104660,2025-12-25,ACC00056,HNW,SEC0299,Equity,BUY,11592.0,354.6016,354.5305,BLK34886,0.3357,Alternatives,TR010,2025-12-25 09:47:00,2025-12-25 10:04:00,False,False,17.0,2.0054692050472744
104661,2025-12-25,ACC00768,Family Office,SEC0342,Equity,BUY,3298.0,190.5542,190.5251,BLK34887,0.1453,Multi-Asset,TR016,2025-12-25 14:48:00,2025-12-25 14:51:00,False,False,3.0,1.527357812697628
104662,2025-12-25,ACC00705,Family Office,SEC0088,Bond,BUY,18241.0,460.4854,460.5953,BLK34887,0.824,Fixed Income,TR016,2025-12-25 12:58:00,2025-12-25 13:04:00,False,False,6.0,-2.3860425844549846
104663,2025-12-25,ACC00358,Institutional,SEC0175,Bond,SELL,845.0,326.4056,326.7435,BLK34887,0.0344,Multi-Asset,TR001,2025-12-25 11:40:00,2025-12-25 11:58:00,False,False,18.0,-10.341445200898887
104664,2025-12-25,ACC00810,HNW,SEC0160,Equity,SELL,9882.0,152.7248,152.739,BLK34888,0.3957,Alternatives,TR022,2025-12-25 13:45:00,2025-12-25 13:52:00,False,False,7.0,-0.9296905178125195
104665,2025-12-25,ACC00367,HNW,SEC0088,Equity,BUY,10705.0,456.2303,456.4064,BLK34888,0.4417,Multi-Asset,TR017,2025-12-25 13:45:00,2025-12-25 14:08:00,False,False,23.0,-3.858403387858265
104666,2025-12-25,ACC00446,Family Office,SEC0288,ETF,BUY,3972.0,80.36,80.3502,BLK34888,0.1587,Fixed Income,TR004,2025-12-25 09:36:00,2025-12-25 09:54:00,False,False,18.0,1.2196609342600861
104667,2025-12-25,ACC00570,HNW,SEC0320,Bond,BUY,6997.0,172.3781,172.5079,BLK34889,0.2882,Equity,TR014,2025-12-25 10:29:00,2025-12-25 10:34:00,False,False,5.0,-7.524293090346427
104668,2025-12-25,ACC00769,Family Office,SEC0160,Bond,BUY,2966.0,68.4113,68.4361,BLK34889,0.123,Equity,TR001,2025-12-25 13:17:00,2025-12-25 13:24:00,False,False,7.0,-3.623818423317379
104669,2025-12-25,ACC00573,HNW,SEC0196,Equity,BUY,14632.0,457.3649,457.1638,BLK34889,0.5916,Equity,TR010,2025-12-25 14:09:00,2025-12-25 14:33:00,False,False,24.0,4.398860977181411
104670,2025-12-26,ACC00007,HNW,SEC0092,Equity,BUY,15323.0,272.1915,272.1255,BLK34890,0.5141,Equity,TR012,2025-12-26 14:00:00,2025-12-26 14:26:00,False,False,26.0,2.4253515381701063
104671,2025-12-26,ACC00427,Family Office,SEC0060,ETF,BUY,3844.0,102.0645,102.1172,BLK34890,0.1374,Multi-Asset,TR023,2025-12-26 10:58:00,2025-12-26 11:12:00,False,False,14.0,-5.160736878802154
104672,2025-12-26,ACC00042,HNW,SEC0147,Equity,BUY,10816.0,118.4201,118.4243,BLK34890,0.3596,Fixed Income,TR018,2025-12-26 13:31:00,2025-12-26 13:39:00,False,False,8.0,-0.35465694118498625
104673,2025-12-26,ACC00696,HNW,SEC0321,Equity,BUY,10116.0,136.0792,136.1089,BLK34891,0.3272,Equity,TR003,2025-12-26 13:10:00,2025-12-26 15:24:00,False,False,134.0,-2.182076263934217
104674,2025-12-26,ACC00193,HNW,SEC0361,ETF,SELL,8163.0,218.886,218.7714,BLK34891,0.2584,Alternatives,TR018,2025-12-26 14:47:00,2025-12-26 15:09:00,False,False,22.0,5.238344683079955
104675,2025-12-26,ACC00594,HNW,SEC0297,Bond,BUY,12855.0,75.0509,75.0527,BLK34891,0.4172,Equity,TR010,2025-12-26 13:44:00,2025-12-26 14:05:00,False,False,21.0,-0.23983147841488853
104676,2025-12-26,ACC00101,Retail-Advisory,SEC0182,Equity,SELL,609.0,131.6774,131.6624,BLK34892,0.0667,Equity,TR010,2025-12-26 12:11:00,2025-12-26 12:28:00,False,False,17.0,1.1392774246872897
104677,2025-12-26,ACC00438,Institutional,SEC0273,Equity,BUY,6059.0,401.9953,401.8792,BLK34892,0.7317,Alternatives,TR003,2025-12-26 14:11:00,2025-12-26 14:14:00,False,False,3.0,2.888927817114206
104678,2025-12-26,ACC00758,Retail-Advisory,SEC0199,Equity,SELL,1634.0,371.2498,371.3279,BLK34892,0.1923,Multi-Asset,TR016,2025-12-26 09:42:00,2025-12-26 09:51:00,False,False,9.0,-2.1032623726901822
104679,2025-12-26,ACC00483,Family Office,SEC0135,ETF,SELL,797.0,295.9109,295.6935,BLK34893,0.033,Fixed Income,TR024,2025-12-26 11:39:00,2025-12-26 11:43:00,False,False,4.0,7.352207606865036
104680,2025-12-26,ACC00867,Institutional,SEC0056,Equity,SELL,2724.0,83.3934,83.4447,BLK34893,0.1091,Fixed Income,TR008,2025-12-26 09:54:00,2025-12-26 10:14:00,False,False,20.0,-6.1477841013267085
104681,2025-12-26,ACC00020,Institutional,SEC0297,Bond,SELL,19150.0,104.374,104.3678,BLK34893,0.8385,Equity,TR003,2025-12-26 13:33:00,2025-12-26 13:46:00,False,False,13.0,0.5940529550294876
104682,2025-12-26,ACC00537,Family Office,SEC0287,Equity,BUY,11671.0,373.7473,373.7638,BLK34894,0.2991,Multi-Asset,TR009,2025-12-26 09:16:00,2025-12-26 09:37:00,False,False,21.0,-0.4414552720195945
104683,2025-12-26,ACC00041,Institutional,SEC0254,ETF,BUY,6368.0,275.1461,275.225,BLK34894,0.1649,Equity,TR022,2025-12-26 09:34:00,2025-12-26 09:52:00,False,False,18.0,-2.8667453901365363
104684,2025-12-26,ACC00273,Retail-Advisory,SEC0058,ETF,SELL,19837.0,450.2944,450.478,BLK34894,0.5256,Fixed Income,TR016,2025-12-26 14:19:00,2025-12-26 14:21:00,False,False,2.0,-4.075670731978312
104685,2025-12-26,ACC00376,Retail-Advisory,SEC0321,Equity,BUY,16402.0,192.0515,192.1309,BLK34895,0.5794,Equity,TR019,2025-12-26 11:44:00,2025-12-26 11:52:00,False,False,8.0,-4.132599181078764
104686,2025-12-26,ACC00125,HNW,SEC0398,Equity,SELL,4563.0,120.0418,120.1082,BLK34895,0.1557,Multi-Asset,TR015,2025-12-26 14:21:00,2025-12-26 14:28:00,False,False,7.0,-5.528348605674015
104687,2025-12-26,ACC00279,Retail-Advisory,SEC0007,Equity,BUY,7080.0,31.3858,31.3917,BLK34895,0.2485,Multi-Asset,TR006,2025-12-26 14:56:00,2025-12-26 15:02:00,False,False,6.0,-1.879477696333891
104688,2025-12-26,ACC00869,Retail-Advisory,SEC0059,Derivative,SELL,7484.0,253.7889,253.9452,BLK34896,0.3668,Fixed Income,TR017,2025-12-26 10:12:00,2025-12-26 10:33:00,False,False,21.0,-6.154871208433452
104689,2025-12-26,ACC00600,HNW,SEC0269,Equity,SELL,2836.0,315.2774,315.2036,BLK34896,0.1302,Alternatives,TR005,2025-12-26 13:32:00,2025-12-26 13:42:00,False,False,10.0,2.341343817139323
104690,2025-12-26,ACC00345,Retail-Advisory,SEC0102,ETF,SELL,10171.0,403.1167,403.0127,BLK34896,0.4942,Alternatives,TR021,2025-12-26 12:32:00,2025-12-26 12:35:00,False,False,3.0,2.58056383831043
104691,2025-12-26,ACC00060,Retail-Advisory,SEC0075,Equity,BUY,18230.0,179.3386,179.3174,BLK34897,0.3531,Equity,TR012,2025-12-26 09:51:00,2025-12-26 10:17:00,False,False,26.0,1.1822611748788263
104692,2025-12-26,ACC00143,Retail-Advisory,SEC0120,Equity,BUY,19204.0,162.4185,162.4664,BLK34897,0.361,Alternatives,TR024,2025-12-26 12:58:00,2025-12-26 13:01:00,False,False,3.0,-2.9483019258134915
104693,2025-12-26,ACC00528,Retail-Advisory,SEC0212,Equity,BUY,15439.0,91.5972,91.5851,BLK34897,0.2968,Alternatives,TR020,2025-12-26 09:04:00,2025-12-26 09:30:00,False,False,26.0,1.321175606076073
104694,2025-12-26,ACC00811,Retail-Advisory,SEC0200,Equity,BUY,9031.0,421.919,422.1611,BLK34898,0.232,Fixed Income,TR009,2025-12-26 10:28:00,2025-12-26 10:41:00,False,False,13.0,-5.734777552929286
104695,2025-12-26,ACC00614,Family Office,SEC0300,ETF,SELL,11662.0,483.5792,483.593,BLK34898,0.3173,Multi-Asset,TR006,2025-12-26 11:45:00,2025-12-26 11:54:00,False,False,9.0,-0.2853639320669109
104696,2025-12-26,ACC00341,Institutional,SEC0187,Bond,BUY,17139.0,144.7569,144.801,BLK34898,0.4396,Fixed Income,TR021,2025-12-26 10:18:00,2025-12-26 10:42:00,False,False,24.0,-3.0455590776297154
104697,2025-12-26,ACC00156,Institutional,SEC0065,Equity,BUY,3960.0,261.2241,261.2269,BLK34899,0.1459,Alternatives,TR009,2025-12-26 09:16:00,2025-12-26 09:40:00,False,False,24.0,-0.10718651103616295
104698,2025-12-26,ACC00854,Family Office,SEC0077,Equity,SELL,9699.0,416.6447,416.6135,BLK34899,0.3957,Multi-Asset,TR022,2025-12-26 10:51:00,2025-12-26 11:02:00,False,False,11.0,0.748895559073639
104699,2025-12-26,ACC00207,Family Office,SEC0300,Equity,BUY,11008.0,280.3308,280.1879,BLK34899,0.4447,Equity,TR004,2025-12-26 13:41:00,2025-12-26 14:07:00,False,False,26.0,5.100148864386983
104700,2025-12-26,ACC00056,Institutional,SEC0068,Bond,SELL,10739.0,374.2022,374.2567,BLK34900,0.3015,Multi-Asset,TR014,2025-12-26 10:16:00,2025-12-26 10:25:00,False,False,9.0,-1.4562197550509755
104701,2025-12-26,ACC00068,Institutional,SEC0243,Equity,BUY,6518.0,261.0785,260.9779,BLK34900,0.1786,Multi-Asset,TR015,2025-12-26 12:01:00,2025-12-26 12:03:00,False,False,2.0,3.8547325271619806
104702,2025-12-26,ACC00850,Institutional,SEC0021,Equity,SELL,18386.0,255.8434,255.8735,BLK34900,0.5196,Multi-Asset,TR003,2025-12-26 11:49:00,2025-12-26 11:52:00,False,False,3.0,-1.176362538520185
104703,2025-12-26,ACC00273,HNW,SEC0038,ETF,BUY,5463.0,203.9755,203.9345,BLK34901,0.1557,Multi-Asset,TR008,2025-12-26 12:25:00,2025-12-26 12:34:00,False,False,9.0,2.0104494335189393
104704,2025-12-26,ACC00344,HNW,SEC0307,ETF,SELL,19499.0,414.3971,414.4725,BLK34901,0.5937,Multi-Asset,TR022,2025-12-26 14:30:00,2025-12-26 14:45:00,False,False,15.0,-1.819179800831223
104705,2025-12-26,ACC00889,Family Office,SEC0185,ETF,SELL,8235.0,164.0618,163.9657,BLK34901,0.2603,Fixed Income,TR014,2025-12-26 14:51:00,2025-12-26 14:55:00,False,False,4.0,5.86098190048327
104706,2025-12-26,ACC00189,HNW,SEC0010,Bond,BUY,1759.0,193.7421,193.7485,BLK34902,0.0877,Alternatives,TR018,2025-12-26 11:44:00,2025-12-26 11:46:00,False,False,2.0,-0.3303251380017655
104707,2025-12-26,ACC00848,Retail-Advisory,SEC0284,Equity,SELL,15823.0,285.4391,285.3635,BLK34902,0.8984,Alternatives,TR011,2025-12-26 12:22:00,2025-12-26 12:43:00,False,False,21.0,2.6492526199043867
104708,2025-12-26,ACC00115,Retail-Advisory,SEC0131,ETF,SELL,107.0,88.8484,88.867,BLK34902,0.0172,Multi-Asset,TR024,2025-12-26 14:05:00,2025-12-26 14:07:00,False,False,2.0,-2.093015405044211
104709,2025-12-26,ACC00289,Institutional,SEC0366,Equity,SELL,447.0,149.8411,149.8436,BLK34903,0.0263,Multi-Asset,TR007,2025-12-26 12:13:00,2025-12-26 12:16:00,False,False,3.0,-0.16684062582570935
104710,2025-12-26,ACC00125,Institutional,SEC0157,Equity,SELL,15264.0,407.913,407.7554,BLK34903,0.8225,Equity,TR010,2025-12-26 09:49:00,2025-12-26 10:15:00,False,False,26.0,3.865062240745363
104711,2025-12-26,ACC00113,HNW,SEC0151,Equity,SELL,2782.0,131.2439,131.1667,BLK34903,0.145,Alternatives,TR015,2025-12-26 12:02:00,2025-12-26 12:10:00,False,False,8.0,5.885640181540347
104712,2025-12-26,ACC00067,Family Office,SEC0094,Derivative,BUY,9935.0,96.9644,96.9298,BLK34904,0.7909,Equity,TR009,2025-12-26 13:24:00,2025-12-26 13:36:00,False,False,12.0,3.5695936646931616
104713,2025-12-26,ACC00001,Retail-Advisory,SEC0372,Equity,BUY,881.0,253.8937,253.8359,BLK34904,0.0736,Fixed Income,TR004,2025-12-26 13:57:00,2025-12-26 14:07:00,False,False,10.0,2.277061676460504
104714,2025-12-26,ACC00228,HNW,SEC0130,Equity,SELL,1778.0,413.3033,413.1106,BLK34904,0.1349,Equity,TR019,2025-12-26 13:44:00,2025-12-26 13:47:00,False,False,3.0,4.664610397312538
104715,2025-12-26,ACC00554,HNW,SEC0186,Bond,SELL,14235.0,29.4534,29.454,BLK34905,0.4693,Multi-Asset,TR010,2025-12-26 09:40:00,2025-12-26 09:44:00,False,False,4.0,-0.20370747606510298
104716,2025-12-26,ACC00429,Institutional,SEC0101,Equity,BUY,10631.0,145.915,145.9093,BLK34905,0.3478,Fixed Income,TR010,2025-12-26 14:52:00,2025-12-26 14:54:00,False,False,2.0,0.3906536457916163
104717,2025-12-26,ACC00270,Retail-Advisory,SEC0119,Equity,BUY,5797.0,484.8328,484.8155,BLK34905,0.1754,Multi-Asset,TR024,2025-12-26 11:40:00,2025-12-26 12:04:00,False,False,24.0,0.35683677605262804
104718,2025-12-26,ACC00592,Family Office,SEC0143,Equity,BUY,12469.0,261.4365,261.352,BLK34906,0.2981,Multi-Asset,TR015,2025-12-26 11:06:00,2025-12-26 11:08:00,False,False,2.0,3.2331874253898274
104719,2025-12-26,ACC00110,Retail-Advisory,SEC0030,ETF,BUY,14019.0,385.6935,385.6278,BLK34906,0.3198,Fixed Income,TR016,2025-12-26 09:51:00,2025-12-26 10:05:00,False,False,14.0,1.7037153441736448
104720,2025-12-26,ACC00875,Retail-Advisory,SEC0188,Equity,SELL,15768.0,39.7828,39.7518,BLK34906,0.3701,Alternatives,TR011,2025-12-26 09:12:00,2025-12-26 09:27:00,False,False,15.0,7.798389003768082
104721,2025-12-26,ACC00051,HNW,SEC0298,Bond,BUY,1372.0,317.6578,317.7755,BLK34907,0.0616,Fixed Income,TR024,2025-12-26 10:47:00,2025-12-26 10:51:00,False,False,4.0,-3.70387270258448
104722,2025-12-26,ACC00606,Family Office,SEC0313,Equity,SELL,11718.0,334.7108,334.8142,BLK34907,0.4658,Multi-Asset,TR011,2025-12-26 12:21:00,2025-12-26 12:28:00,False,False,7.0,-3.0882800072404906
104723,2025-12-26,ACC00347,Retail-Advisory,SEC0208,Bond,BUY,12157.0,20.9686,21.0391,BLK34907,0.4769,Equity,TR008,2025-12-26 14:14:00,2025-12-26 14:38:00,False,False,24.0,-33.50903793413343
104724,2025-12-26,ACC00834,Retail-Advisory,SEC0211,Equity,BUY,9495.0,278.2115,278.2837,BLK34908,0.3623,Alternatives,TR007,2025-12-26 12:00:00,2025-12-26 12:26:00,False,False,26.0,-2.594474631464558
104725,2025-12-26,ACC00360,HNW,SEC0227,Bond,SELL,3556.0,61.2912,61.2857,BLK34908,0.1313,Multi-Asset,TR022,2025-12-26 14:00:00,2025-12-26 14:19:00,False,False,19.0,0.89743610662927
104726,2025-12-26,ACC00115,Retail-Advisory,SEC0045,Equity,SELL,13451.0,23.068,23.0727,BLK34908,0.5137,Multi-Asset,TR008,2025-12-26 12:03:00,2025-12-26 12:07:00,False,False,4.0,-2.0370394448849525
104727,2025-12-26,ACC00430,Family Office,SEC0123,Bond,BUY,13787.0,378.0048,377.9253,BLK34909,0.3335,Alternatives,TR010,2025-12-26 11:54:00,2025-12-26 12:09:00,False,False,15.0,2.1035903126886693
104728,2025-12-26,ACC00680,HNW,SEC0070,Equity,BUY,17925.0,293.7511,293.5908,BLK34909,0.4363,Fixed Income,TR013,2025-12-26 11:22:00,2025-12-26 11:31:00,False,False,9.0,5.459980353608034
104729,2025-12-29,ACC00862,Family Office,SEC0035,Equity,BUY,9101.0,154.6976,154.7302,BLK34909,0.2249,Fixed Income,TR004,2025-12-29 09:41:00,2025-12-29 09:44:00,False,False,3.0,-2.1068931598357774
104730,2025-12-29,ACC00056,Institutional,SEC0173,Equity,SELL,1875.0,468.6023,468.6808,BLK34910,0.1217,Equity,TR005,2025-12-29 09:09:00,2025-12-29 09:15:00,False,False,6.0,-1.6749139286261079
104731,2025-12-29,ACC00089,Family Office,SEC0262,Bond,SELL,10422.0,66.7274,66.7624,BLK34910,0.6307,Fixed Income,TR005,2025-12-29 13:39:00,2025-12-29 14:04:00,False,False,25.0,-5.24247181047964
104732,2025-12-29,ACC00801,Retail-Advisory,SEC0358,ETF,SELL,4243.0,262.0321,262.0938,BLK34910,0.2025,Multi-Asset,TR006,2025-12-29 11:45:00,2025-12-29 11:50:00,False,False,5.0,-2.3541190215096064
104733,2025-12-29,ACC00369,Family Office,SEC0034,Equity,SELL,9285.0,207.184,207.1951,BLK34911,0.2597,Equity,TR005,2025-12-29 10:35:00,2025-12-29 10:43:00,False,False,8.0,-0.5357269549327662
104734,2025-12-29,ACC00045,Retail-Advisory,SEC0389,Equity,BUY,11389.0,324.4576,324.2502,BLK34911,0.2657,Equity,TR015,2025-12-29 12:05:00,2025-12-29 12:27:00,False,False,22.0,6.396295206603015
104735,2025-12-29,ACC00574,Family Office,SEC0055,Bond,SELL,15051.0,16.8474,16.8481,BLK34911,0.4108,Alternatives,TR008,2025-12-29 09:09:00,2025-12-29 12:00:00,False,False,171.0,-0.41547711611301485
104736,2025-12-29,ACC00524,Institutional,SEC0039,ETF,BUY,1844.0,365.1562,364.8724,BLK34912,0.0778,Fixed Income,TR022,2025-12-29 12:51:00,2025-12-29 13:06:00,False,False,15.0,7.778061590846146
104737,2025-12-29,ACC00127,Family Office,SEC0104,Bond,SELL,,214.8537,214.8729,BLK34912,0.3138,Multi-Asset,TR005,2025-12-29 10:18:00,2025-12-29 10:27:00,True,False,9.0,-0.8935514902057763
104738,2025-12-29,ACC00573,Retail-Advisory,SEC0193,Bond,SELL,12588.0,286.3666,286.3147,BLK34912,0.599,Alternatives,TR020,2025-12-29 09:48:00,2025-12-29 09:57:00,False,False,9.0,1.8126907210837997
104739,2025-12-29,ACC00369,Family Office,SEC0081,ETF,SELL,18247.0,85.4868,85.4652,BLK34913,0.507,Equity,TR007,2025-12-29 10:34:00,2025-12-29 10:47:00,False,False,13.0,2.527344463010267
104740,2025-12-29,ACC00372,HNW,SEC0393,Bond,BUY,12668.0,221.6574,223.3418,BLK34913,0.3567,Fixed Income,TR020,2025-12-29 09:02:00,2025-12-29 09:27:00,False,False,25.0,-75.4180363908597
104741,2025-12-29,ACC00432,Family Office,SEC0078,Bond,SELL,5262.0,418.904,419.0686,BLK34913,0.1476,Multi-Asset,TR002,2025-12-29 14:32:00,2025-12-29 14:59:00,False,False,27.0,-3.9277578897585546
104742,2025-12-29,ACC00890,Retail-Advisory,SEC0183,Derivative,BUY,9564.0,24.2562,24.2564,BLK34914,0.5291,Alternatives,TR003,2025-12-29 11:56:00,2025-12-29 12:12:00,False,False,16.0,-0.08245246615307049
104743,2025-12-29,ACC00243,Retail-Advisory,SEC0181,ETF,BUY,7422.0,449.6436,449.5238,BLK34914,0.4086,Fixed Income,TR011,2025-12-29 10:02:00,2025-12-29 10:18:00,False,False,16.0,2.665042429344073
104744,2025-12-29,ACC00418,HNW,SEC0076,Equity,SELL,1309.0,369.6313,369.625,BLK34914,0.0752,Equity,TR002,2025-12-29 09:25:00,2025-12-29 09:30:00,False,False,5.0,0.1704430165711244
104745,2025-12-29,ACC00488,Institutional,SEC0393,Equity,BUY,3254.0,487.3133,486.9338,BLK34915,0.1506,Equity,TR022,2025-12-29 09:55:00,2025-12-29 10:04:00,False,False,9.0,7.7936672295085545
104746,2025-12-29,ACC00591,Retail-Advisory,SEC0010,ETF,SELL,16340.0,165.8249,165.7637,BLK34915,0.8155,Fixed Income,TR002,2025-12-29 14:32:00,2025-12-29 14:59:00,False,False,27.0,3.6920025313149796
104747,2025-12-29,ACC00748,HNW,SEC0268,Equity,BUY,645.0,82.5639,82.6042,BLK34915,0.0326,Fixed Income,TR009,2025-12-29 12:55:00,2025-12-29 12:59:00,False,False,4.0,-4.878686555889652
104748,2025-12-29,ACC00398,Family Office,SEC0303,Bond,BUY,18053.0,34.0709,34.0688,BLK34916,0.6914,Equity,TR005,2025-12-29 12:30:00,2025-12-29 12:32:00,False,False,2.0,0.6163997557878934
104749,2025-12-29,ACC00573,HNW,SEC0209,Bond,BUY,3707.0,111.9932,112.0594,BLK34916,0.1312,Equity,TR019,2025-12-29 09:38:00,2025-12-29 09:56:00,False,False,18.0,-5.9075811578497595
104750,2025-12-29,ACC00605,Institutional,SEC0082,Bond,SELL,8211.0,50.4181,50.4236,BLK34916,0.2751,Fixed Income,TR009,2025-12-29 09:06:00,2025-12-29 09:28:00,False,False,22.0,-1.0907590889975805
104751,2025-12-29,ACC00326,HNW,SEC0318,Equity,SELL,4821.0,189.853,189.8149,BLK34917,0.1549,Alternatives,TR014,2025-12-29 14:11:00,2025-12-29 14:31:00,False,False,20.0,2.0072186113953245
104752,2025-12-29,ACC00482,Institutional,SEC0001,Equity,SELL,9046.0,211.9674,212.0365,BLK34917,0.3042,Alternatives,TR018,2025-12-29 09:13:00,2025-12-29 09:22:00,False,False,9.0,-3.2588728827344218
104753,2025-12-29,ACC00795,Family Office,SEC0172,ETF,SELL,16533.0,54.4213,54.4059,BLK34917,0.5384,Equity,TR012,2025-12-29 11:19:00,2025-12-29 11:30:00,False,False,11.0,2.830575360392831
104754,2025-12-29,ACC00023,HNW,SEC0271,Bond,BUY,6984.0,230.9171,230.7601,BLK34918,0.3917,Equity,TR006,2025-12-29 14:49:00,2025-12-29 15:12:00,False,False,23.0,6.803602529207202
104755,2025-12-29,ACC00191,Retail-Advisory,SEC0231,Equity,BUY,5795.0,375.9607,375.9379,BLK34918,0.2917,Alternatives,TR008,2025-12-29 10:03:00,2025-12-29 10:26:00,False,False,23.0,0.6064831452205556
104756,2025-12-29,ACC00256,Retail-Advisory,SEC0345,Bond,SELL,5140.0,114.9434,114.9346,BLK34918,0.289,Multi-Asset,TR015,2025-12-29 11:57:00,2025-12-29 12:00:00,False,False,3.0,0.7656528147306122
104757,2025-12-29,ACC00190,Institutional,SEC0352,ETF,SELL,8661.0,301.5971,301.7155,BLK34919,0.3516,Equity,TR015,2025-12-29 11:20:00,2025-12-29 11:37:00,False,False,17.0,-3.924226630716959
104758,2025-12-29,ACC00193,Family Office,SEC0357,Equity,BUY,14703.0,278.3967,278.3356,BLK34919,0.5922,Equity,TR006,2025-12-29 14:09:00,2025-12-29 14:20:00,False,False,11.0,2.195191703828413
104759,2025-12-29,ACC00245,Retail-Advisory,SEC0124,Bond,BUY,1638.0,98.2745,98.2817,BLK34919,0.0632,Fixed Income,TR009,2025-12-29 09:36:00,2025-12-29 09:45:00,False,False,9.0,-0.7325880606458202
104760,2025-12-29,ACC00017,Retail-Advisory,SEC0144,Equity,BUY,15395.0,350.4045,350.5339,BLK34920,0.4588,Fixed Income,TR003,2025-12-29 12:32:00,2025-12-29 12:44:00,False,False,12.0,-3.6915117196947964
104761,2025-12-29,ACC00372,Retail-Advisory,SEC0118,Equity,SELL,5862.0,221.7449,221.654,BLK34920,0.1805,Fixed Income,TR012,2025-12-29 10:51:00,2025-12-29 10:55:00,False,False,4.0,4.100986221769284
104762,2025-12-29,ACC00644,Institutional,SEC0270,Equity,BUY,12011.0,,76.0115,BLK34920,0.3685,Fixed Income,TR024,2025-12-29 12:12:00,2025-12-29 12:21:00,True,False,9.0,
104763,2025-12-29,ACC00520,HNW,SEC0385,Equity,SELL,12596.0,435.0601,435.0215,BLK34921,0.3825,Equity,TR009,2025-12-29 13:35:00,2025-12-29 13:51:00,False,False,16.0,0.8873124661648674
104764,2025-12-29,ACC00029,Family Office,SEC0199,Equity,SELL,14597.0,172.9735,171.4645,BLK34921,0.4553,Multi-Asset,TR006,2025-12-29 13:28:00,2025-12-29 13:37:00,False,False,9.0,88.00655529278741
104765,2025-12-29,ACC00340,Institutional,SEC0016,ETF,SELL,4769.0,189.2123,189.2525,BLK34921,0.1494,Multi-Asset,TR018,2025-12-29 12:34:00,2025-12-29 12:40:00,False,False,6.0,-2.12414631246608
104766,2025-12-29,ACC00180,Institutional,SEC0067,Bond,BUY,9133.0,491.3106,491.1404,BLK34922,0.3401,Multi-Asset,TR024,2025-12-29 10:07:00,2025-12-29 10:34:00,False,False,27.0,3.465404189922526
104767,2025-12-29,ACC00244,Retail-Advisory,SEC0370,Bond,BUY,15308.0,180.5967,180.5713,BLK34922,0.5848,Alternatives,TR002,2025-12-29 09:30:00,2025-12-29 09:56:00,False,False,26.0,1.4066465711876992
104768,2025-12-29,ACC00316,Family Office,SEC0306,Equity,BUY,2039.0,20.9066,20.9059,BLK34922,0.0786,Multi-Asset,TR016,2025-12-29 11:45:00,2025-12-29 11:51:00,False,False,6.0,0.3348337072318921
104769,2025-12-29,ACC00558,Retail-Advisory,SEC0303,ETF,SELL,12878.0,177.8445,177.7725,BLK34923,0.3356,Alternatives,TR015,2025-12-29 10:52:00,2025-12-29 10:56:00,False,False,4.0,4.050120237944717
104770,2025-12-29,ACC00313,HNW,SEC0052,Equity,BUY,16906.0,335.1555,335.099,BLK34923,0.3612,Multi-Asset,TR021,2025-12-29 12:20:00,2025-12-29 12:37:00,False,False,17.0,1.6860688930742316
104771,2025-12-29,ACC00526,Institutional,SEC0338,ETF,BUY,16725.0,300.3681,300.6019,BLK34923,0.3617,Equity,TR010,2025-12-29 12:06:00,2025-12-29 12:12:00,False,False,6.0,-7.777728617150251
