holding_id,portfolio_id,client_id,mandate_type,asset_class,weight_pct,guideline_min_pct,guideline_max_pct,as_of_date,within_band
1300307,PORT00103,CLI02148,Balanced Growth,Equity,59.5,40,65,2026-08-31,True
1300308,PORT00103,CLI02148,Balanced Growth,Bond,39.45,25,50,2026-08-31,True
1300309,PORT00103,CLI02148,Balanced Growth,Cash,13.46,0,15,2026-08-31,True
1300310,PORT00104,CLI02307,Conservative Income,Equity,10.52,0,30,2026-08-31,True
1300311,PORT00104,CLI02307,Conservative Income,Bond,65.16,50,90,2026-08-31,True
1300312,PORT00104,CLI02307,Conservative Income,Cash,11.52,0,20,2026-08-31,True
1300313,PORT00105,CLI01609,Conservative Income,Equity,5.72,0,30,2026-08-31,True
1300314,PORT00105,CLI01609,Conservative Income,Bond,76.42,50,90,2026-08-31,True
1300315,PORT00105,CLI01609,Conservative Income,Cash,3.76,0,20,2026-08-31,True
1300316,PORT00106,CLI00166,Fixed Income Core,Equity,6.33,0,10,2026-08-31,True
1300317,PORT00106,CLI00166,Fixed Income Core,Bond,89.74,80,100,2026-08-31,True
1300318,PORT00106,CLI00166,Fixed Income Core,Cash,8.73,0,10,2026-08-31,True
1300319,PORT00107,CLI02460,Aggressive Growth,Equity,89.37,65,95,2026-08-31,True
1300320,PORT00107,CLI02460,Aggressive Growth,Bond,11.21,0,25,2026-08-31,True
1300321,PORT00107,CLI02460,Aggressive Growth,Cash,8.46,0,10,2026-08-31,True
1300322,PORT00108,CLI00655,Aggressive Growth,Equity,63.62,65,95,2026-08-31,False
1300323,PORT00108,CLI00655,Aggressive Growth,Bond,9.71,0,25,2026-08-31,True
1300324,PORT00108,CLI00655,Aggressive Growth,Cash,6.99,0,10,2026-08-31,True
1300325,PORT00109,CLI01740,Aggressive Growth,Equity,75.53,65,95,2026-08-31,True
1300326,PORT00109,CLI01740,Aggressive Growth,Bond,0.0,0,25,2026-08-31,True
1300327,PORT00109,CLI01740,Aggressive Growth,Cash,4.4,0,10,2026-08-31,True
1300328,PORT00110,CLI01796,Fixed Income Core,Equity,6.41,0,10,2026-08-31,True
1300329,PORT00110,CLI01796,Fixed Income Core,Bond,97.55,80,100,2026-08-31,True
1300330,PORT00110,CLI01796,Fixed Income Core,Cash,7.64,0,10,2026-08-31,True
1300331,PORT00111,CLI02452,Balanced Growth,Equity,53.41,40,65,2026-08-31,True
1300332,PORT00111,CLI02452,Balanced Growth,Bond,29.28,25,50,2026-08-31,True
1300333,PORT00111,CLI02452,Balanced Growth,Cash,9.41,0,15,2026-08-31,True
1300334,PORT00112,CLI00789,Balanced Growth,Equity,49.03,40,65,2026-08-31,True
1300335,PORT00112,CLI00789,Balanced Growth,Bond,42.51,25,50,2026-08-31,True
1300336,PORT00112,CLI00789,Balanced Growth,Cash,6.91,0,15,2026-08-31,True
1300337,PORT00113,CLI00037,Aggressive Growth,Equity,84.28,65,95,2026-08-31,True
1300338,PORT00113,CLI00037,Aggressive Growth,Bond,0.0,0,25,2026-08-31,True
1300339,PORT00113,CLI00037,Aggressive Growth,Cash,8.93,0,10,2026-08-31,True
1300340,PORT00114,CLI01067,Aggressive Growth,Equity,84.24,65,95,2026-08-31,True
1300341,PORT00114,CLI01067,Aggressive Growth,Bond,22.5,0,25,2026-08-31,True
1300342,PORT00114,CLI01067,Aggressive Growth,Cash,8.94,0,10,2026-08-31,True
1300343,PORT00115,CLI03266,Conservative Income,Equity,5.98,0,30,2026-08-31,True
1300344,PORT00115,CLI03266,Conservative Income,Bond,48.68,50,90,2026-08-31,False
1300345,PORT00115,CLI03266,Conservative Income,Cash,4.22,0,20,2026-08-31,True
1300346,PORT00116,CLI02114,Aggressive Growth,Equity,87.45,65,95,2026-08-31,True
1300347,PORT00116,CLI02114,Aggressive Growth,Bond,3.09,0,25,2026-08-31,True
1300348,PORT00116,CLI02114,Aggressive Growth,Cash,4.49,0,10,2026-08-31,True
1300349,PORT00117,CLI03688,Fixed Income Core,Equity,7.26,0,10,2026-08-31,True
1300350,PORT00117,CLI03688,Fixed Income Core,Bond,90.97,80,100,2026-08-31,True
1300351,PORT00117,CLI03688,Fixed Income Core,Cash,1.35,0,10,2026-08-31,True
1300352,PORT00118,CLI00872,Aggressive Growth,Equity,80.23,65,95,2026-08-31,True
1300353,PORT00118,CLI00872,Aggressive Growth,Bond,16.63,0,25,2026-08-31,True
1300354,PORT00118,CLI00872,Aggressive Growth,Cash,0.0,0,10,2026-08-31,True
1300355,PORT00119,CLI02586,Balanced Growth,Equity,55.2,40,65,2026-08-31,True
1300356,PORT00119,CLI02586,Balanced Growth,Bond,46.25,25,50,2026-08-31,True
1300357,PORT00119,CLI02586,Balanced Growth,Cash,2.57,0,15,2026-08-31,True
1300358,PORT00120,CLI00412,Fixed Income Core,Equity,3.26,0,10,2026-08-31,True
1300359,PORT00120,CLI00412,Fixed Income Core,Bond,86.2,80,100,2026-08-31,True
1300360,PORT00120,CLI00412,Fixed Income Core,Cash,0.0,0,10,2026-08-31,True
1300361,PORT00121,CLI03077,Aggressive Growth,Equity,70.37,65,95,2026-08-31,True
1300362,PORT00121,CLI03077,Aggressive Growth,Bond,9.33,0,25,2026-08-31,True
1300363,PORT00121,CLI03077,Aggressive Growth,Cash,1.09,0,10,2026-08-31,True
1300364,PORT00122,CLI01953,Aggressive Growth,Equity,75.31,65,95,2026-08-31,True
1300365,PORT00122,CLI01953,Aggressive Growth,Bond,3.77,0,25,2026-08-31,True
1300366,PORT00122,CLI01953,Aggressive Growth,Cash,5.41,0,10,2026-08-31,True
1300367,PORT00123,CLI02234,Conservative Income,Equity,13.05,0,30,2026-08-31,True
1300368,PORT00123,CLI02234,Conservative Income,Bond,66.04,50,90,2026-08-31,True
1300369,PORT00123,CLI02234,Conservative Income,Cash,13.73,0,20,2026-08-31,True
1300370,PORT00124,CLI00379,Balanced Growth,Equity,50.56,40,65,2026-08-31,True
1300371,PORT00124,CLI00379,Balanced Growth,Bond,51.56,25,50,2026-08-31,False
1300372,PORT00124,CLI00379,Balanced Growth,Cash,10.16,0,15,2026-08-31,True
1300373,PORT00125,CLI03648,Aggressive Growth,Equity,88.95,65,95,2026-08-31,True
1300374,PORT00125,CLI03648,Aggressive Growth,Bond,15.61,0,25,2026-08-31,True
1300375,PORT00125,CLI03648,Aggressive Growth,Cash,6.0,0,10,2026-08-31,True
1300376,PORT00126,CLI03133,Conservative Income,Equity,20.48,0,30,2026-08-31,True
1300377,PORT00126,CLI03133,Conservative Income,Bond,82.44,50,90,2026-08-31,True
1300378,PORT00126,CLI03133,Conservative Income,Cash,14.66,0,20,2026-08-31,True
1300379,PORT00127,CLI00603,Fixed Income Core,Equity,1.74,0,10,2026-08-31,True
1300380,PORT00127,CLI00603,Fixed Income Core,Bond,82.16,80,100,2026-08-31,True
1300381,PORT00127,CLI00603,Fixed Income Core,Cash,4.22,0,10,2026-08-31,True
1300382,PORT00128,CLI03515,Aggressive Growth,Equity,63.1,65,95,2026-08-31,False
1300383,PORT00128,CLI03515,Aggressive Growth,Bond,21.93,0,25,2026-08-31,True
1300384,PORT00128,CLI03515,Aggressive Growth,Cash,1.41,0,10,2026-08-31,True
1300385,PORT00129,CLI01494,Fixed Income Core,Equity,3.8,0,10,2026-08-31,True
1300386,PORT00129,CLI01494,Fixed Income Core,Bond,77.75,80,100,2026-08-31,False
1300387,PORT00129,CLI01494,Fixed Income Core,Cash,3.2,0,10,2026-08-31,True
1300388,PORT00130,CLI03027,Balanced Growth,Equity,42.78,40,65,2026-08-31,True
1300389,PORT00130,CLI03027,Balanced Growth,Bond,46.94,25,50,2026-08-31,True
1300390,PORT00130,CLI03027,Balanced Growth,Cash,10.84,0,15,2026-08-31,True
1300391,PORT00131,CLI00413,Aggressive Growth,Equity,79.78,65,95,2026-08-31,True
1300392,PORT00131,CLI00413,Aggressive Growth,Bond,8.32,0,25,2026-08-31,True
1300393,PORT00131,CLI00413,Aggressive Growth,Cash,1.64,0,10,2026-08-31,True
1300394,PORT00132,CLI01061,Aggressive Growth,Equity,81.33,65,95,2026-08-31,True
1300395,PORT00132,CLI01061,Aggressive Growth,Bond,21.72,0,25,2026-08-31,True
1300396,PORT00132,CLI01061,Aggressive Growth,Cash,1.19,0,10,2026-08-31,True
1300397,PORT00133,CLI03159,Aggressive Growth,Equity,91.39,65,95,2026-08-31,True
1300398,PORT00133,CLI03159,Aggressive Growth,Bond,16.7,0,25,2026-08-31,True
1300399,PORT00133,CLI03159,Aggressive Growth,Cash,4.93,0,10,2026-08-31,True
1300400,PORT00134,CLI03717,Balanced Growth,Equity,62.31,40,65,2026-08-31,True
1300401,PORT00134,CLI03717,Balanced Growth,Bond,36.45,25,50,2026-08-31,True
1300402,PORT00134,CLI03717,Balanced Growth,Cash,7.97,0,15,2026-08-31,True
1300403,PORT00135,CLI03987,Balanced Growth,Equity,55.6,40,65,2026-08-31,True
1300404,PORT00135,CLI03987,Balanced Growth,Bond,45.43,25,50,2026-08-31,True
1300405,PORT00135,CLI03987,Balanced Growth,Cash,5.81,0,15,2026-08-31,True
1300406,PORT00136,CLI01658,Balanced Growth,Equity,59.73,40,65,2026-08-31,True
1300407,PORT00136,CLI01658,Balanced Growth,Bond,37.79,25,50,2026-08-31,True
1300408,PORT00136,CLI01658,Balanced Growth,Cash,3.96,0,15,2026-08-31,True
1300409,PORT00137,CLI00268,Conservative Income,Equity,0.0,0,30,2026-08-31,True
1300410,PORT00137,CLI00268,Conservative Income,Bond,61.54,50,90,2026-08-31,True
1300411,PORT00137,CLI00268,Conservative Income,Cash,8.33,0,20,2026-08-31,True
1300412,PORT00138,CLI02749,Aggressive Growth,Equity,81.91,65,95,2026-08-31,True
1300413,PORT00138,CLI02749,Aggressive Growth,Bond,8.65,0,25,2026-08-31,True
1300414,PORT00138,CLI02749,Aggressive Growth,Cash,4.25,0,10,2026-08-31,True
1300415,PORT00139,CLI03452,Fixed Income Core,Equity,6.84,0,10,2026-08-31,True
1300416,PORT00139,CLI03452,Fixed Income Core,Bond,86.51,80,100,2026-08-31,True
1300417,PORT00139,CLI03452,Fixed Income Core,Cash,3.9,0,10,2026-08-31,True
1300418,PORT00140,CLI02929,Balanced Growth,Equity,37.75,40,65,2026-08-31,False
1300419,PORT00140,CLI02929,Balanced Growth,Bond,19.28,25,50,2026-08-31,False
1300420,PORT00140,CLI02929,Balanced Growth,Cash,11.57,0,15,2026-08-31,True
1300421,PORT00141,CLI01574,Aggressive Growth,Equity,82.01,65,95,2026-08-31,True
1300422,PORT00141,CLI01574,Aggressive Growth,Bond,16.52,0,25,2026-08-31,True
1300423,PORT00141,CLI01574,Aggressive Growth,Cash,8.18,0,10,2026-08-31,True
1300424,PORT00142,CLI01425,Fixed Income Core,Equity,3.1,0,10,2026-08-31,True
1300425,PORT00142,CLI01425,Fixed Income Core,Bond,83.8,80,100,2026-08-31,True
1300426,PORT00142,CLI01425,Fixed Income Core,Cash,3.41,0,10,2026-08-31,True
1300427,PORT00143,CLI01956,Conservative Income,Equity,3.2,0,30,2026-08-31,True
1300428,PORT00143,CLI01956,Conservative Income,Bond,64.14,50,90,2026-08-31,True
1300429,PORT00143,CLI01956,Conservative Income,Cash,8.95,0,20,2026-08-31,True
1300430,PORT00144,CLI01144,Balanced Growth,Equity,52.42,40,65,2026-08-31,True
1300431,PORT00144,CLI01144,Balanced Growth,Bond,27.65,25,50,2026-08-31,True
1300432,PORT00144,CLI01144,Balanced Growth,Cash,1.52,0,15,2026-08-31,True
1300433,PORT00145,CLI00209,Aggressive Growth,Equity,69.15,65,95,2026-08-31,True
1300434,PORT00145,CLI00209,Aggressive Growth,Bond,2.6,0,25,2026-08-31,True
1300435,PORT00145,CLI00209,Aggressive Growth,Cash,1.84,0,10,2026-08-31,True
1300436,PORT00146,CLI03795,Fixed Income Core,Equity,2.6,0,10,2026-08-31,True
1300437,PORT00146,CLI03795,Fixed Income Core,Bond,107.36,80,100,2026-08-31,False
1300438,PORT00146,CLI03795,Fixed Income Core,Cash,6.68,0,10,2026-08-31,True
1300439,PORT00147,CLI00762,Balanced Growth,Equity,59.23,40,65,2026-08-31,True
1300440,PORT00147,CLI00762,Balanced Growth,Bond,34.11,25,50,2026-08-31,True
1300441,PORT00147,CLI00762,Balanced Growth,Cash,8.65,0,15,2026-08-31,True
1300442,PORT00148,CLI00941,Balanced Growth,Equity,53.83,40,65,2026-08-31,True
1300443,PORT00148,CLI00941,Balanced Growth,Bond,43.09,25,50,2026-08-31,True
1300444,PORT00148,CLI00941,Balanced Growth,Cash,1.86,0,15,2026-08-31,True
1300445,PORT00149,CLI03063,Conservative Income,Equity,4.91,0,30,2026-08-31,True
1300446,PORT00149,CLI03063,Conservative Income,Bond,84.79,50,90,2026-08-31,True
1300447,PORT00149,CLI03063,Conservative Income,Cash,10.46,0,20,2026-08-31,True
1300448,PORT00150,CLI03845,Aggressive Growth,Equity,69.85,65,95,2026-08-31,True
1300449,PORT00150,CLI03845,Aggressive Growth,Bond,19.71,0,25,2026-08-31,True
1300450,PORT00150,CLI03845,Aggressive Growth,Cash,7.39,0,10,2026-08-31,True
