action_id,exception_id,control_id,owner,reason_code,detail,identified_date,target_closure_date,days_to_target,status_vs_sla,remediation_priority
REM-9000156,9000916,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 25.1 pts from pro-rata entitlement (limit 2pts),2025-11-21,2025-12-11,-268,Overdue,Medium
REM-9000157,9000921,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 37.11 pts from pro-rata entitlement (limit 2pts),2025-11-24,2025-12-14,-265,Overdue,Medium
REM-9000158,9000924,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 10.94 pts from pro-rata entitlement (limit 2pts),2025-11-26,2025-12-16,-263,Overdue,Medium
REM-9000159,9000936,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.51 pts from pro-rata entitlement (limit 2pts),2025-11-28,2025-12-18,-261,Overdue,Medium
REM-9000160,9000939,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 11.17 pts from pro-rata entitlement (limit 2pts),2025-12-01,2025-12-21,-258,Overdue,Medium
REM-9000161,9000954,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.23 pts from pro-rata entitlement (limit 2pts),2025-12-10,2025-12-30,-249,Overdue,Medium
REM-9000162,9000960,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.31 pts from pro-rata entitlement (limit 2pts),2025-12-11,2025-12-31,-248,Overdue,Medium
REM-9000163,9000963,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.51 pts from pro-rata entitlement (limit 2pts),2025-12-12,2026-01-01,-247,Overdue,Medium
REM-9000164,9000965,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.45 pts from pro-rata entitlement (limit 2pts),2025-12-16,2026-01-05,-243,Overdue,Medium
REM-9000165,9000984,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 7.99 pts from pro-rata entitlement (limit 2pts),2025-12-22,2026-01-11,-237,Overdue,Medium
REM-9000166,9001013,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 6.87 pts from pro-rata entitlement (limit 2pts),2026-01-06,2026-01-26,-222,Overdue,Medium
REM-9000167,9001037,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 6.41 pts from pro-rata entitlement (limit 2pts),2026-01-13,2026-02-02,-215,Overdue,Medium
REM-9000168,9001038,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.51 pts from pro-rata entitlement (limit 2pts),2026-01-14,2026-02-03,-214,Overdue,Medium
REM-9000169,9001040,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 12.31 pts from pro-rata entitlement (limit 2pts),2026-01-14,2026-02-03,-214,Overdue,Medium
REM-9000170,9001082,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 11.5 pts from pro-rata entitlement (limit 2pts),2026-02-02,2026-02-22,-195,Overdue,Medium
REM-9000171,9001087,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 15.07 pts from pro-rata entitlement (limit 2pts),2026-02-04,2026-02-24,-193,Overdue,Medium
REM-9000172,9001097,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.66 pts from pro-rata entitlement (limit 2pts),2026-02-10,2026-03-02,-187,Overdue,Medium
REM-9000173,9001111,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 10.07 pts from pro-rata entitlement (limit 2pts),2026-02-16,2026-03-08,-181,Overdue,Medium
REM-9000174,9001112,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 2.36 pts from pro-rata entitlement (limit 2pts),2026-02-16,2026-03-08,-181,Overdue,Medium
REM-9000175,9001117,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.57 pts from pro-rata entitlement (limit 2pts),2026-02-20,2026-03-12,-177,Overdue,Medium
REM-9000176,9001128,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 23.97 pts from pro-rata entitlement (limit 2pts),2026-02-26,2026-03-18,-171,Overdue,Medium
REM-9000177,9001136,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 7.75 pts from pro-rata entitlement (limit 2pts),2026-03-04,2026-03-24,-165,Overdue,Medium
REM-9000178,9001149,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.21 pts from pro-rata entitlement (limit 2pts),2026-03-10,2026-03-30,-159,Overdue,Medium
REM-9000179,9001197,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 15.43 pts from pro-rata entitlement (limit 2pts),2026-03-31,2026-04-20,-138,Overdue,Medium
REM-9000180,9001208,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.14 pts from pro-rata entitlement (limit 2pts),2026-04-03,2026-04-23,-135,Overdue,Medium
REM-9000181,9001212,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.69 pts from pro-rata entitlement (limit 2pts),2026-04-07,2026-04-27,-131,Overdue,Medium
REM-9000182,9001222,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.27 pts from pro-rata entitlement (limit 2pts),2026-04-13,2026-05-03,-125,Overdue,Medium
REM-9000183,9001236,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 8.11 pts from pro-rata entitlement (limit 2pts),2026-04-16,2026-05-06,-122,Overdue,Medium
REM-9000184,9001241,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.3 pts from pro-rata entitlement (limit 2pts),2026-04-17,2026-05-07,-121,Overdue,Medium
REM-9000185,9001244,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 29.08 pts from pro-rata entitlement (limit 2pts),2026-04-20,2026-05-10,-118,Overdue,Medium
REM-9000186,9001249,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.23 pts from pro-rata entitlement (limit 2pts),2026-04-24,2026-05-14,-114,Overdue,Medium
REM-9000187,9001250,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 7.26 pts from pro-rata entitlement (limit 2pts),2026-04-27,2026-05-17,-111,Overdue,Medium
REM-9000188,9001254,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 24.78 pts from pro-rata entitlement (limit 2pts),2026-04-29,2026-05-19,-109,Overdue,Medium
REM-9000189,9001266,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.43 pts from pro-rata entitlement (limit 2pts),2026-05-07,2026-05-27,-101,Overdue,Medium
REM-9000190,9001303,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.11 pts from pro-rata entitlement (limit 2pts),2026-05-20,2026-06-09,-88,Overdue,Medium
REM-9000191,9001313,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 8.52 pts from pro-rata entitlement (limit 2pts),2026-05-26,2026-06-15,-82,Overdue,Medium
REM-9000192,9001328,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 13.21 pts from pro-rata entitlement (limit 2pts),2026-06-04,2026-06-24,-73,Overdue,Medium
REM-9000193,9001342,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.61 pts from pro-rata entitlement (limit 2pts),2026-06-09,2026-06-29,-68,Overdue,Medium
REM-9000194,9001345,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 19.17 pts from pro-rata entitlement (limit 2pts),2026-06-10,2026-06-30,-67,Overdue,Medium
REM-9000195,9001350,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 591.08 pts from pro-rata entitlement (limit 2pts),2026-06-12,2026-07-02,-65,Overdue,Medium
REM-9000196,9001359,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 17.73 pts from pro-rata entitlement (limit 2pts),2026-06-18,2026-07-08,-59,Overdue,Medium
REM-9000197,9001376,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.92 pts from pro-rata entitlement (limit 2pts),2026-06-29,2026-07-19,-48,Overdue,Medium
REM-9000198,9001388,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.41 pts from pro-rata entitlement (limit 2pts),2026-07-01,2026-07-21,-46,Overdue,Medium
REM-9000199,9001419,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 6.58 pts from pro-rata entitlement (limit 2pts),2026-07-17,2026-08-06,-30,Overdue,Medium
REM-9000200,9001426,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 15.25 pts from pro-rata entitlement (limit 2pts),2026-07-22,2026-08-11,-25,Overdue,Medium
REM-9000201,9001457,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 8.16 pts from pro-rata entitlement (limit 2pts),2026-07-31,2026-08-20,-16,Overdue,Medium
REM-9000202,9001459,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 6.23 pts from pro-rata entitlement (limit 2pts),2026-08-03,2026-08-23,-13,Overdue,Medium
REM-9000203,9001463,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.88 pts from pro-rata entitlement (limit 2pts),2026-08-04,2026-08-24,-12,Overdue,Medium
REM-9000204,9001464,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 6.54 pts from pro-rata entitlement (limit 2pts),2026-08-05,2026-08-25,-11,Overdue,Medium
REM-9000205,9001465,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 6.49 pts from pro-rata entitlement (limit 2pts),2026-08-06,2026-08-26,-10,Overdue,Medium
REM-9000206,9001471,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 2.02 pts from pro-rata entitlement (limit 2pts),2026-08-10,2026-08-30,-6,Overdue,Medium
REM-9000207,9001473,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 17.4 pts from pro-rata entitlement (limit 2pts),2026-08-10,2026-08-30,-6,Overdue,Medium
REM-9000208,9001476,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 7.53 pts from pro-rata entitlement (limit 2pts),2026-08-11,2026-08-31,-5,Overdue,Medium
REM-9000209,9001478,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.56 pts from pro-rata entitlement (limit 2pts),2026-08-12,2026-09-01,-4,Overdue,Medium
REM-9000210,9001483,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 22.23 pts from pro-rata entitlement (limit 2pts),2026-08-14,2026-09-03,-2,Overdue,Medium
REM-9000211,9001486,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 24.53 pts from pro-rata entitlement (limit 2pts),2026-08-17,2026-09-06,1,On Track,Medium
REM-9000212,9001487,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 8.3 pts from pro-rata entitlement (limit 2pts),2026-08-17,2026-09-06,1,On Track,Medium
REM-9000213,9001489,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 24.28 pts from pro-rata entitlement (limit 2pts),2026-08-18,2026-09-07,2,On Track,Medium
REM-9000214,9001491,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 61.64 pts from pro-rata entitlement (limit 2pts),2026-08-18,2026-09-07,2,On Track,Medium
REM-9000215,9001494,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 6.39 pts from pro-rata entitlement (limit 2pts),2026-08-19,2026-09-08,3,On Track,Medium
REM-9000216,9001495,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 7.39 pts from pro-rata entitlement (limit 2pts),2026-08-19,2026-09-08,3,On Track,Medium
REM-9000217,9001497,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 30.25 pts from pro-rata entitlement (limit 2pts),2026-08-20,2026-09-09,4,On Track,Medium
REM-9000218,9001498,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.02 pts from pro-rata entitlement (limit 2pts),2026-08-20,2026-09-09,4,On Track,Medium
REM-9000219,9001501,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.92 pts from pro-rata entitlement (limit 2pts),2026-08-26,2026-09-15,10,On Track,Medium
REM-9000220,9001502,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 42.61 pts from pro-rata entitlement (limit 2pts),2026-08-26,2026-09-15,10,On Track,Medium
REM-9000221,9001503,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 11.34 pts from pro-rata entitlement (limit 2pts),2026-08-26,2026-09-15,10,On Track,Medium
REM-9000222,9001504,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.04 pts from pro-rata entitlement (limit 2pts),2026-08-27,2026-09-16,11,On Track,Medium
REM-9000223,9001505,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 4.05 pts from pro-rata entitlement (limit 2pts),2026-08-27,2026-09-16,11,On Track,Medium
REM-9000224,9001506,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 3.94 pts from pro-rata entitlement (limit 2pts),2026-08-27,2026-09-16,11,On Track,Medium
REM-9000225,9001507,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 20.84 pts from pro-rata entitlement (limit 2pts),2026-08-28,2026-09-17,12,On Track,Medium
REM-9000226,9001508,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 26.24 pts from pro-rata entitlement (limit 2pts),2026-08-28,2026-09-17,12,On Track,Medium
REM-9000227,9001509,TC-03,"J. Farrow, Trading Ops",ALLOC_UNFAIR,Allocation deviated 5.44 pts from pro-rata entitlement (limit 2pts),2026-08-31,2026-09-20,15,On Track,Medium
REM-9000228,9001510,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 11.38% vs recalculated (limit 0.5%),2025-09-30,2025-10-15,-325,Overdue,Medium
REM-9000229,9001519,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 9.82% vs recalculated (limit 0.5%),2025-10-31,2025-11-15,-294,Overdue,Medium
REM-9000230,9001521,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 5.48% vs recalculated (limit 0.5%),2025-10-31,2025-11-15,-294,Overdue,Medium
REM-9000231,9001549,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 11.13% vs recalculated (limit 0.5%),2026-02-28,2026-03-15,-174,Overdue,Medium
REM-9000232,9001560,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 2.46% vs recalculated (limit 0.5%),2026-02-28,2026-03-15,-174,Overdue,Medium
REM-9000233,9001586,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 10.2% vs recalculated (limit 0.5%),2026-02-28,2026-03-15,-174,Overdue,Medium
REM-9000234,9001593,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 3.26% vs recalculated (limit 0.5%),2026-02-28,2026-03-15,-174,Overdue,Medium
REM-9000235,9001632,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 5.23% vs recalculated (limit 0.5%),2026-07-31,2026-08-15,-21,Overdue,Medium
REM-9000236,9001636,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 7.39% vs recalculated (limit 0.5%),2026-07-31,2026-08-15,-21,Overdue,Medium
REM-9000237,9001637,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 5.3% vs recalculated (limit 0.5%),2026-08-31,2026-09-15,10,On Track,Medium
REM-9000238,9001638,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 1.03% vs recalculated (limit 0.5%),2026-08-31,2026-09-15,10,On Track,Medium
REM-9000239,9001639,FC-01,"M. Cho, Billing Ops",FEE_MISMATCH,Billed fee variance 12.58% vs recalculated (limit 0.5%),2026-08-31,2026-09-15,10,On Track,Medium
REM-9000240,9001665,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2025-11-16,2025-12-06,-273,Overdue,Medium
REM-9000241,9001668,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 12 business days after period end (limit 10),2025-11-18,2025-12-08,-271,Overdue,Medium
REM-9000242,9001673,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 15 business days after period end (limit 10),2025-12-20,2026-01-09,-239,Overdue,Medium
REM-9000243,9001684,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-01-15,2026-02-04,-213,Overdue,Medium
REM-9000244,9001688,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-02-17,2026-03-09,-180,Overdue,Medium
REM-9000245,9001691,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 14 business days after period end (limit 10),2026-02-20,2026-03-12,-177,Overdue,Medium
REM-9000246,9001696,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 12 business days after period end (limit 10),2026-03-18,2026-04-07,-151,Overdue,Medium
REM-9000247,9001754,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-08-16,2026-09-05,0,On Track,Medium
REM-9000248,9001755,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 14 business days after period end (limit 10),2026-08-20,2026-09-09,4,On Track,Medium
REM-9000249,9001756,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-08-15,2026-09-04,-1,Overdue,Medium
REM-9000250,9001757,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-08-16,2026-09-05,0,On Track,Medium
REM-9000251,9001758,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 12 business days after period end (limit 10),2026-08-18,2026-09-07,2,On Track,Medium
REM-9000252,9001760,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-08-16,2026-09-05,0,On Track,Medium
REM-9000253,9001763,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-08-17,2026-09-06,1,On Track,Medium
REM-9000254,9001766,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-08-15,2026-09-04,-1,Overdue,Medium
REM-9000255,9001767,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 12 business days after period end (limit 10),2026-08-18,2026-09-07,2,On Track,Medium
REM-9000256,9001768,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 13 business days after period end (limit 10),2026-09-17,2026-10-07,32,On Track,Medium
REM-9000257,9001769,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 15 business days after period end (limit 10),2026-09-21,2026-10-11,36,On Track,Medium
REM-9000258,9001770,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 15 business days after period end (limit 10),2026-09-21,2026-10-11,36,On Track,Medium
REM-9000259,9001771,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-09-15,2026-10-05,30,On Track,Medium
REM-9000260,9001772,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 12 business days after period end (limit 10),2026-09-16,2026-10-06,31,On Track,Medium
REM-9000261,9001773,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 15 business days after period end (limit 10),2026-09-20,2026-10-10,35,On Track,Medium
REM-9000262,9001774,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 14 business days after period end (limit 10),2026-09-18,2026-10-08,33,On Track,Medium
REM-9000263,9001775,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 14 business days after period end (limit 10),2026-09-18,2026-10-08,33,On Track,Medium
REM-9000264,9001776,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 12 business days after period end (limit 10),2026-09-16,2026-10-06,31,On Track,Medium
REM-9000265,9001777,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 12 business days after period end (limit 10),2026-09-16,2026-10-06,31,On Track,Medium
REM-9000266,9001778,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 11 business days after period end (limit 10),2026-09-15,2026-10-05,30,On Track,Medium
REM-9000267,9001779,FC-02,"M. Cho, Billing Ops",INVOICE_LATE,Invoice issued 15 business days after period end (limit 10),2026-09-19,2026-10-09,34,On Track,Medium
REM-9000268,9001788,KC-01,"R. Alavi, Compliance Ops",KYC_OPEN_PAST_DUE,Refresh still open past due date 2025-11-02,2025-11-02,2025-11-17,-292,Overdue,Medium
REM-9000269,9001794,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,42 days late vs. due date,2025-12-01,2025-12-31,-248,Overdue,Low
REM-9000270,9001803,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,3 days late vs. due date,2026-02-04,2026-03-06,-183,Overdue,Low
REM-9000271,9001836,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,4 days late vs. due date,2026-05-31,2026-06-30,-67,Overdue,Low
REM-9000272,9001861,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,36 days late vs. due date,2026-07-03,2026-08-02,-34,Overdue,Low
REM-9000273,9001865,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,6 days late vs. due date,2026-08-03,2026-09-02,-3,Overdue,Low
REM-9000274,9001866,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,5 days late vs. due date,2026-08-03,2026-09-02,-3,Overdue,Low
REM-9000275,9001867,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,37 days late vs. due date,2026-08-01,2026-08-31,-5,Overdue,Low
REM-9000276,9001868,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,11 days late vs. due date,2026-08-01,2026-08-31,-5,Overdue,Low
REM-9000277,9001869,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,13 days late vs. due date,2026-07-31,2026-08-30,-6,Overdue,Low
REM-9000278,9001870,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,33 days late vs. due date,2026-08-04,2026-09-03,-2,Overdue,Low
REM-9000279,9001876,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,36 days late vs. due date,2026-08-03,2026-09-02,-3,Overdue,Low
REM-9000280,9001877,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,34 days late vs. due date,2026-08-04,2026-09-03,-2,Overdue,Low
REM-9000281,9001880,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,22 days late vs. due date,2026-08-04,2026-09-03,-2,Overdue,Low
REM-9000282,9001882,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,23 days late vs. due date,2026-08-02,2026-09-01,-4,Overdue,Low
REM-9000283,9001887,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,40 days late vs. due date,2026-08-04,2026-09-03,-2,Overdue,Low
REM-9000284,9001889,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,34 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000285,9001890,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,3 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000286,9001891,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,37 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000287,9001892,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,34 days late vs. due date,2026-09-02,2026-10-02,27,On Track,Low
REM-9000288,9001893,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,18 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000289,9001894,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,15 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000290,9001895,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,26 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000291,9001896,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,33 days late vs. due date,2026-09-02,2026-10-02,27,On Track,Low
REM-9000292,9001897,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,13 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000293,9001898,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,7 days late vs. due date,2026-09-02,2026-10-02,27,On Track,Low
REM-9000294,9001899,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,26 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000295,9001900,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,16 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000296,9001901,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,32 days late vs. due date,2026-09-02,2026-10-02,27,On Track,Low
REM-9000297,9001902,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,43 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000298,9001903,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,12 days late vs. due date,2026-08-31,2026-09-30,25,On Track,Low
REM-9000299,9001904,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,29 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000300,9001905,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,38 days late vs. due date,2026-09-02,2026-10-02,27,On Track,Low
REM-9000301,9001906,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,31 days late vs. due date,2026-09-02,2026-10-02,27,On Track,Low
REM-9000302,9001907,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,6 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000303,9001908,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,8 days late vs. due date,2026-09-04,2026-10-04,29,On Track,Low
REM-9000304,9001909,KC-01,"R. Alavi, Compliance Ops",KYC_OPEN_PAST_DUE,Refresh still open past due date 2026-09-04,2026-09-04,2026-09-19,14,On Track,Medium
REM-9000305,9001910,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,36 days late vs. due date,2026-08-31,2026-09-30,25,On Track,Low
REM-9000306,9001911,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,16 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000307,9001912,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,5 days late vs. due date,2026-09-03,2026-10-03,28,On Track,Low
REM-9000308,9001913,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,18 days late vs. due date,2026-09-01,2026-10-01,26,On Track,Low
REM-9000309,9001914,KC-01,"R. Alavi, Compliance Ops",KYC_LATE,8 days late vs. due date,2026-08-31,2026-09-30,25,On Track,Low
